,job_title,job_url,job_country,job_company,job_location,job_workplace,job_industry,job_experience,job_salary,job_published,job_roles,job_requirements
346," Data Analyst, Paid Search",https://www.dataanalyst.com//job/data-analyst-paid-search,United Kingdom,Wise,London,Hybrid,Financial,['0 - 3 '],-55000----75000,"Feb 21, 2023",     Data Analyst   Paid Search       We are looking for a Marketing Analyst to support our Paid Search pillar who are passionate about our mission of Money Without Borders and work in partnership with our marketing teams to drive strategy and growth by providing data driven insights and recommendations.       In this role  you will have a unique opportunity to work with a rich dataset and uncover insights and build tools to help our marketing teams to make people around the world aware of Wise. You will get the exposure to drive and build data products &amp  tools that let us measure  optimise and scale our marketing activity.       Here s how you ll be contributing            Owning the analytics of a Paid Search and proactively making recommendations based on insights with experience in Paid Search advantageous          Own measurement &amp  attribution in Paid Search  you collaborate with your team on how to track and quantify the growth your channel drives and how it is measured and controlled for incremental effects          Own optimisation data products in Paid Search  by working closely with your team  you identify what data and modelling needs to be collected &amp  created to build data products that enable maximal sustainable growth. This includes integrating 3rd party data from partners          Proactively identify the channel s biggest growth opportunities by delivering deep analysis into segments  lifetime values  LTVs   diminishing returns etc.          Contribute to how we understand return on investment &amp  growth across marketing  LTV modelling  attribution  econometrics           Contribute to  own  create  track OKRs for your marketing team  keeping them accountable throughout the quarter       ,     A bit about you            You have a background working in similar  performance  marketing analytics roles and have an understanding of the domain          You have an understanding of how google search ads work and their key reporting metrics          You have advanced SQL skills  Python R skills are advantageous          Able to demonstrate that you can tell a  story and proactively give guidance on strategy based on insights          You are familiar with common marketing measurement tools &amp  methodology          You ve successfully set up and run A B tests before and have a strong understanding of testing and experimental design          You have experience with data visualisation tools  Looker  PowerBI  Tableau etc.  and demonstrate storytelling ability with data          You ve worked with marketing teams and or external marketing partners and can manage senior stakeholders       
347,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-b20,United States, Red Ventures ,Remote,Remote,Tech,['0 - 3 '],-100000----160000,"Feb 2, 2023",     The Data Analyst at Red Ventures is not only an expert at querying  transforming and reporting data they also tackle problems with autonomy. Data Analysts proactively identify opportunities for applying business insights  advanced analytics  and data science techniques by becoming intimately familiar with both data and business goals. As a Data Analyst  you will communicate  support  and strategize with business  tech  and data teams stakeholders. You will act as a data savvy consultant  creating insights  understanding processes  solving problems  and making business and marketing recommendations.       We believe that diverse  inclusive teams are better teams. Think of the bullets below as guidelines  if you only partially meet the qualifications on this posting  we encourage you to apply anyway        What You ll Do           Provide strategic insights derived from digital marketing  web event and conversion data that drive marketing investment and customer experience decisions          Build compelling visualizations and interactive dashboards that enable us to democratize analytics          Utilize statistics to identify the significance  noise and correlation in data          Conduct hands-on advanced analytics using multiple data sources originating from different applications and systems          Build relationships with business teams and data science teams to identify opportunities for deep analytics on customer behavior and site performance          Become very familiar with our unique AdTech and MarTech stacks and the role of data with each of them          Work with data science  data engineers  architects  and business teams to ensure analysis and visualizations scale efficiently       ,     What We re Looking For           Minimum of 1 year of experience in complex business analysis  digital analysis  or marketing analysis role          Bachelor s Degree in Math  Finance  Economics  Computer Science or other relevant degrees          Proficiency in visualization tools such as Tableau or Power BI          Experience in building SQL queries across complex relational database experience          Demonstrated ability to synthesize data into actionable insights and communicate recommendations to leadership          Strong interpersonal and communication skills  with a track record of working well with business stakeholders          Knowledge of R or Python is a plus          Familiarity with marketing  web  and advertising technologies like Google Analytics  Optimizely  Iterable  Google Ad Manager  Salesforce  etc.       
348," Data Analyst, Healthcare",https://www.dataanalyst.com//job/data-analyst-healthcare-4,United States, Premera Blue Cross ,Remote,Remote,Healthcare,['5 - 10 '],-75200----144500,"Feb 2, 2023",     As a Healthcare Data Analyst in the Corporate Data and Analytics team  you will collect  process  analyze  compile  and present data to help answer business questions and solve business problems using a variety of healthcare reported data including claims  clinical  pharmacy  lab  healthcare cost  utilization  healthcare management and clinical research. You will apply advanced statistics and complex mathematical methods to create a wide range of analyses. You will translate numbers into plain English and visualizations that can be better used to understand  guide and support the business. You will effectively solve analytical problems using more complex analyses including forecasting  scenario analysis  experimental design  and linear programming using both programmatic and automatic methods  and will use your knowledge and expertise to solve a wide range of complex and difficult problems.       This position can be hired into as a Level III or Level IV  depending on experience. This will be a virtual telecommuter position  working from home.       What you ll do            Design  develop  and implement analytics  operational reporting  and trend analysis to support internal and external business customers.          Develop data reports  statistical models and analytics for management using visualization and statistics to understand and solve complex business problems.          Analyze and interpret results using statistical tools and techniques to pinpoint trends and patterns in complex data.          Troubleshoot issues as they arise and independently solve problems.          Prepare documentation on all projects to enable peer review and ensure continuity of data product quality.          Participate in peer review work done by other analysts. Share knowledge of analytics and data in area of specialty.          Consult with internal and external customers to access scope and complexity of projects. Develop and maintain computer programs to support various  often complex  analyses  processes  and reports.          Automate reported analytic products on large data sets.          Search and review industry and or academic literature and identify appropriate quantitative methodologies.       ,     What you ll bring            Bachelor s Degree in Statistics  Mathematics  Information Systems  Computer Science  Finance  Information Management  Economics or similar quantitative area  or the equivalent of  4  years of work experience in a related field.  Required for both Level III and Level IV            5  years of experience in applying quantitative analytics tools  methods and processes  data architecture  database design  data transformation and data management  which includes  3  years of experience with SQL  Python  VBA or other scripting language and  1  year of experience analyzing healthcare related data.  Required for Level III            8  years of experience in advanced quantitative analytics tools  methods and processes  data architecture  database design  data transformation and data management and which includes  5  years of experience with SQL  Python  R  VBA or other scripting language and  3  years of experience analyzing healthcare related data.  Required for Level IV           Master s Degree in quantitative science field preferred.          Experience with advanced analytics and tools.          Experience using a variety of data and data formats.          Technical expertise creating data models  database design  data mining and segmentation.          Strong knowledge and experience with reporting packages  databases  and programming.          Advanced knowledge of statistics and mathematical methods and experience using statistical packages for analyzing datasets.          Adept at queries  reporting and presenting findings using variety of data visualizations.          Ability to apply practical data modeling to build data products.          Working knowledge of medical terminology  medical coding and billing  claims processing procedures and considerations  and clinical data and data requirements.          Knowledge of data requirements associated with PPI.       
349,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-90,United States,Tailored Brands," Fremont, CA",In-office,Retail,['5 - 10 '],-90000----118000,"Feb 1, 2023",     Tailored Brands  Enterprise Analytics team is central to our data-forward strategy  driving insights into every aspect of our business  supporting stakeholders across the organization  and creating a legendary customer experience.       Our Enterprise Analytics team is seeking a Senior Real Estate Data Analyst who will lead the reporting  analytical and data science efforts to support the Tailored Brands real estate team. This role will partner strategically to create comprehensive market plans and identify opportunities within the market  supporting decisions around lease renewals  relocations  closures and new market development. You will leverage your skills in stakeholder management  data processing and data storytelling  to ensure quality analytical work that is impactful to business outcomes. And you ll coordinate with business stakeholders to understand what s working  what we should change  and make tradeoffs between tactics. This role will be reporting directly to the director of Field Analytics.       Tailored Brands is a high-growth  collaborative environment where people who are comfortable with ambiguity and have an investigative mindset will thrive. If you love technology  have a grasp of the big picture  and communicate equally well with software engineers and business stakeholders  we are looking for you        What You ll Do   Key Accountabilities           Partner with Finance and Real estate teams  delivering actionable strategic and tactical recommendations in a consultative approach to support business objectives. Partner directly with business owners to ensure the implementation of the strategy and its success.          Some sample projects include            Developing landlord portfolio analyses          Reviewing and compiling market data info for real estate committee meetings          Developing and evolving a new store playbook   bringing together insights about the market and customer and tracking comprehensive characteristics of a site as we open stores to use in future decisions          Create operationalized models that bring a variety of data sources together to drive key store leasing decisions and creation of tactical trade areas. Continually evaluating and recalibrating predictive models to ensure relevance and identify voids we may have in the data we re pulling together for decision making.          Apply a customer-focused lens to your analyses  Use TBI customer data and national consumer behavioral data to identify target customers and thus create analytics to make sure that as an organization we do the best to be closer to our customers          Present analyses in a clear  interpretable  and applicable way that can be shared widely  communicating effectively with both technical and non-technical partners.          Develop and streamline dynamic reporting and dashboards around sales performance and proactively monitor them. Establish key performance measures for the real estate practice. Surface similarities and trends in the performance measures.          Improve data sources and automate processes so that you can maximize time spent on high value ad-hoc pursuits.          Collaborate with colleagues in Data Engineering to develop ongoing improvements to data quality  standardized definitions  governance  tools  and approaches.          Manage and prioritize multiple projects simultaneously based on what is most impactful to the business and our customers          Partner across Analytics to share learnings  align on methodologies and leverage best practices.       ,     Skills &amp  Experience       The ideal candidate will have a background working with retail real estate teams and a strong understanding of how retail trade behaves in a given market.           5+ years of experience in Data Analytics or recent graduate with a relevant master s degree in fields related to data and statistics or equivalent bootcamp experience          Fluent with complex SQL queries and dataset transformations on large datasets.          Familiarity analyzing real estate site data   characteristics of site  real estate KPIs  etc.          Experience working on Alteryx or similar software that allows you to work on Geo-Spatial data          Experience in a data visualization tool like Tableau  Qlik or Power BI which allows you to create rich dashboards and derive insights.          Exposure to Statistics and or basic machine learning techniques.          A mind keen to grow and learn in the areas of Business and Technology.          Strong communication and collaboration skills  act as a bridge among business  analytics  and engineering teams.          Proven ability of delivering analytics projects involving methodology development  analysis  strategic recommendations  and presentation of the findings.          Confidence to scrutinize and share the limitations of our analyses when the data isn t perfect.          Bachelor s degree in a technical field like Computer Science  Economics  Finance  Statistics  Operations Research  or Industrial Engineering  or relevant experience.          Preferred Skills &amp  Experience           Familiarity with R or Python and with using common machine learning models  for example  using python data packages like scikit-learn  for nuanced exploration of business data.          Experience with agile methodology          Exposure to A B testing process  outcomes and tools          Please note that you do not need to qualify for all requirements to be considered. We encourage you to apply if you can meet most of the requirements and are comfortable opening a dialog to be considered.       Work Environment  Physical &amp  Mental Demands           Ability to sit and work at a computer keyboard for extended periods of time          Ability to stoop  kneel  bend at the waist  and reach daily          Able to lift and move up to 25 pounds occasionally          Must utilize visual acuity  speech and hearing  hand and eye coordination and manual dexterity necessary to operate a computer and office equipment          Hours regularly 40 hours per week  as work dictates  from a remote location.       
350, Data Analyst,https://www.dataanalyst.com//job/data-analyst-7d6,United States,EvolutionIQ,Remote,Remote,Tech,['5 - 10 '],-180000----200000,"Feb 1, 2023",     The Team  You ll be actively impacting people s lives dramatically through AI interventions in concert with our top AI team. Your direct colleagues will be the founding team who built this platform from the first line of code  including Georg  Google AI   Karan  Bloomberg   Tom  Google AI   Arun  Facebook   and an array of other industry veterans who left top tech leaders for the greenfield opportunity at EvolutionIQ. In this technical leadership role  you ll harness vast amounts of complex  highly proprietary data that EvolutionIQ already has access to but that no one else has worked with before.       About You  A data expert who thrives in dealing with ambiguous decision-making problems  both for clients and internal stakeholders. You ll explore and analyze new datasets as we enter new markets   helping to define our Product and Machine Learning strategy based on your data insights. You love innovation and making an immediate impact   and are constantly driving toward launch and delivery thanks to your high degree of ownership and control. Ambiguity isn t a challenge but a chance for you to define and narrow a problem space independently. You re supercharged by having interesting  unsolved problems continually present themselves.       In This Role  You Will            Support the decision-making of EvolutionIQ s leadership team in high stake situations using all internal and external data sources          Uncover new product research directions  hypothesis generation           Create data insights to win clients by helping define and build the sales &amp  marketing narrative          Present results to internal and external stakeholders          Generate meta-analysis across clients to drive product &amp  sales strategies          Build  own  and standardize client-facing analysis and reporting on mature products          Work closely with the ML team to analyze the impact of modeling results  debug data issues  and communicate findings to colleagues and clients.          Write efficient and reliable relational database queries  write design documents  write clean &amp  maintainable code for reproducible analytics  perform code reviews  and maintain state-of-the-art engineering practices.          Continue to grow and learn in the data &amp  ML space  focusing on business problems that require making sense of large-scale structured and unstructured datasets.       ,     Requirements            5+ years of data analysis quantitative experience  preferably within Machine Learning and Product environments          Sophisticated knowledge of statistics  linear &amp  non-parametric models  and advanced SQL engineering experience          Proficient in the use of Python  pandas  Jupyter notebooks  and SQL-based analytics dashboards  e.g.  data studio   and familiarity with standard statistical packages and visualization tools          Skilled data illustrator who makes market-ready graphs  slides  figures  and presentations          Excellent communication  storytelling  and presentation skills          Proven understanding of Product and Business analytics  fundamentals  and processes          Proven ability to synthesize data insights into actionable recommendations          Even Better if You Have            Experience in Bayesian statistics and causal inference methods          Designed  implemented  and analyzed A B or multi-arm experiments          Written production quality code for reproducible analytics pipelines          Creativity and resourcefulness with an appetite to solve previously unsolved problems          Your Impact  You will work closely with the ML team and Product Managers to improve our team and clients  understanding of claims data. The ideal candidate will ensure EIQ tells excellent stories through data that clearly and accurately communicate the impact and ROI of our products internally and externally. Additionally  you will partner with product managers to do rapid iterations on new product ideas and validate hypotheses in data leading to increase the speed of new product development significantly.    
351, Data Analyst,https://www.dataanalyst.com//job/data-analyst-18,United States,StoneX,"New York, NY",In-office,Financial,['3 - 5 '],-75000----95000,"Feb 1, 2023",     Supports the compliance department technology needs and initiatives to deliver an efficient and effective compliance program. Extracts data from various Order Management Systems  and internal databases to create compliance reporting  analytics  and validation programs. Liaises with internal technology support areas to deliver third-party technology vendors and enhance current internal systems. Work with senior compliance management to assess technical resources ensuring a smooth flow of information in development of business requirements.       Responsibilities           Provides technical support to develop compliance reporting and analytics to support compliance surveillance and data validation programs.          Creates SQL queries to extract needed data from order management systems  and other internal systems.          Coordinates and manages compliance department technology projects and collaborates with internal business partners.          Manages third party vendor implementation projects  including identifying solutions and vetting appropriate vendors. Works with vendors on data integration. Collaborates with vendor management in conducting vendor due diligence.          Helps compliance with FINRA SEC regulatory data pulls from various databases and internal systems  formats and presents data in accordance with regulatory requests.          Coordinates annual system s  testing to ensure compliance with regulatory requirements.          This list of duties and responsibilities is not intended to be all-inclusive and can be expanded to include other duties or responsibilities that management deems necessary.       ,     Qualifications           Bachelor s degree in Business  Computer Science or similar preferred          2-4 years of related experience in a financial services organization          Proficient in SQL and XML langugages          Microsoft office Suite with emphasis on Excel for longer term analytical solutions. Familiar with Azure Cloud and Azure Blob solutions.          Candidate must have excellent communication and interpersonal skills to be able to gather business requirements and understand underlying processes.          Ability to manage multiple assignments in a fast-paced work environment with an action and results orientated approach.          Deliver quality work consistently with minor supervision.          Candidate must have good time management skills and be highly organized.          Be self-sufficient and have creative approaches to problems by being resourceful.          Must be authorized to work in the US for any employer       
352, Data Analyst,https://www.dataanalyst.com//job/data-analyst-dd,United States, The Nature Conservancy ,"New York, NY",Remote,Other,['0 - 3 '],-45000----51000,"Feb 1, 2023",     The Data Analyst Scientist works closely with other team members to research  gather  synthesize  and incorporate conservation planning data into various geospatial and software tools. These tools are used to identify priorities and inform conservation activities by internal team members and external partners. This position reports into the Brightstorm program at the conservancy  which works with public and private sector partners to build tools and projects to advance the water infrastructure needs of communities throughout the U.S.       WE RE LOOKING FOR YOU       Have you ever asked yourself   How can I make a difference   but you don t know where to go or have the time to do it  Welcome to The Nature Conservancy. You have found the solution and now you can pointedly make a difference every day        The Data Analyst Scientist provides technical software  scripting coding  and GIS support to conservation leadership. They maintain and populate data  create custom scripts for incorporating ingesting external data into new spatial platforms or software products used by the conservancy employees  record databases and manual files  produce maps and or other graphic products and reports  and develop and maintain GIS libraries and or database products libraries.    ,     What You ll Bring           BA BS or Associates degree in related field and 1-3 years related experience  or equivalent combination of education and experience.          Experience maintaining and populating databases and manual files.          Experience producing maps and or other graphic products and reports.          Experience with Microsoft Word  Excel  Access and web browsers.          Experience with scripting languages to validate and clean data          Experience with ESRI tools including ArcPro and ArcGIS Online          Desired Qualifications           Multi-lingual skills and multi-cultural or cross-cultural experience appreciated.          1-3 years related experience or equivalent combination of education and experience.          Basic knowledge of environmental markets  stormwater management  and other freshwater conservation issues.          Ability to perform administrative duties emphasizing detail-oriented and numerical tasks including data entry.          Database and computer spatial or tabular based management skills including managing  maintaining  and populating databases.          Building  populating  and producing reports from databases for technical and non-technical staff.          Managing and prioritizing tasks from multiple sources.          Programming and software-related skills  including familiarity with working knowledge of  MSSQL  Python Scripting  ArcGIS Pro Model Builder  ArcGIS Online Hub Sites          Strong excel skills with knowledge of scripting tools  pivot tables  and functions          Detail-oriented and high attention to detail          Strong organizational skills          Excellent communication - both verbal and written  metadata documentation           Has experience working with a remote team and environment       
353,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-ef,United States,SunPower,Multiple Locations,Hybrid,Energy,['5 - 10 '],-99600----149400,"Feb 1, 2023",     The Role       The Senior Data Analyst is responsible for enabling the efficient flow of information across supply chain and other internal partners by developing custom data models  reports  and visualizations. They will also manage a pipeline of data reporting requests and share best practices across the team.       Essential Duties And Responsibilities           Manages a pipeline  funnel  of data reporting requests from supply chain team members and internal partners  including  1  request intake  2  triage and prioritization  3  report development and 4  status reporting to requestors.          Develops or manages development of complex data models and reports in various applications  e.g.  Qlik Sense  Snowflake  Excel   delivering on schedule and to the specified requirements.          Creates and executes UAT testing plans of new data models  reports  and visualizations.          Serves as an internal consultant to supply chain leaders to create new data visualizations to make decision-making sessions with internal and external partners more efficient.          Develops and maintains operational scorecards for the supply chain department and subsidiary functions  manages changes  and tracks actual results vs. targets.          Partners with supply chain leaders to conduct sophisticated data analysis and develop simulation models to assist with critical initiatives  such as distribution network planning and large-scale cost reduction projects.          Leads a periodic top-down review of data integration and reporting needs across the end-to-end supply chain. Identifies and prioritizes opportunities to publish new data and fix gaps in ETL processes.          Serves as the department s subject matter expert on data sources and best practices in data management. Periodically holds continuing-education training sessions.       ,     Minimum Qualifications            Candidates must be located near one of our office locations in Austin  TX  Phoenix  AZ  Richmond  CA or Seattle  WA and willing to go into an office as needed.          Minimum of 5 years of experience working with large data sets to build complex data sensitivity models  data reports and visualizations to support productivity initiatives and scenario simulations.          Demonstrated experience in enterprise business intelligence applications like Snowflake  Qlik Sense  Power BI  and Tableau.          Experience managing a pipeline of data reporting requests  collecting business requirements  and translating them into functional design requirements.          Experience using a CRM and or ERP application.          Strong communication skills with the ability to effectively summarize and communicate complex data into simple  actionable recommendations to leaders.          Bachelor s degree in Data Analytics  Systems Engineering  Business  Operations  or equivalent.          Preferred Qualifications            Master s degree in Data Analytics  Systems Engineering  or equivalent.          Competency in coding languages such as SQL and or VBA  among others.          Experience working in supply chain functions.          Experience with Salesforce and Oracle Fusion data reporting.          Experience in the solar industry.          Travel required to meet with various SunPower teams across the US  approximately 5         
354, Data Analyst,https://www.dataanalyst.com//job/data-analyst-83,United States, Boqueria Restaurants ,"New York, NY",In-office,Other,['3 - 5 '],-75000----90000,"Feb 1, 2023",     Are you passionate about conducting quantitative research and analysis to drive business performance  Do you love information technology and systems  Can you help us use data to support our restaurant operators  and protect the company        Boqueria  Restaurants is on a mission to find a Data Analyst to support our restaurant and Home Office teams with a proven track record in data analytics and project management.       Boqueria is a Spanish tapas restaurant group  with 8 locations spread throughout NYC  DC  Chicago &amp  Nashville. Boqueria is expanding across the Eastern part of the United States and this position will require some occasional travel to support restaurants outside of New York City.       Are you our Data Analyst        This Data Analyst position is responsible for supporting home office management with all aspects of data analytics. The Data Analyst updates system data  creates recurring reporting  and conducts ad hoc analyses to allow Operations  Marketing  People  Development  and Finances to better understand the business drivers.       You ll thrive in this position if you are            Exceptionally curious with a creative approach to problem-solving          Passionate about the Restaurant Hospitality Industry          Proficient with or the ability to quickly learn the technologies and systems used throughout the organization          Able to synthesize and translate data insights into actionable steps to execute change          Here s the kind of work you ll get to do            Analyze the impact of menu pricing changes on product mix  sales velocity of individual items  and guest spend          Develop Reporting and Analysis surrounding Learning &amp  Development Initiatives   reviewing impact on various factors such as guest sentiment  guest frequency  guest spend  and employee retention          Partner with CRM agency to develop and assess quarterly report detailing repeat guest behavior over time          Research and present demographic data for NROs and real estate development       ,     Qualifications            3+ years in data analyst role          Strong ability to create models in excel  Power BI  or other visualization tool          Comprehensive knowledge of information technology and systems          Highly Preferred            Programming experience in SQL  DAX  Power Query  Python  R  C#  or other Database + BI languages          Comprehensive understanding of Restaurant technology          Ability to streamline data collection methods to create automated and easy-to-use routines.       
355," Data Analyst, Operations",https://www.dataanalyst.com//job/data-analyst-operations-6,United States,Country,Remote,Remote,Healthcare,['0 - 3 '],-100000----150000,"Feb 1, 2023",     Seeking a data analyst to support and enable our telemedicine operations team with making data-driven decisions. Reporting to the Senior Analytics Manager of Operations  you will evolve the core business health infrastructure to deliver a singular goal  every patient gets access to timely  high quality  affordable healthcare. The Data Analyst will be a critical team member in helping build the data-driven foundation which powers business decisions at Hims &amp  Hers  from executive-level strategy to day-to-day operational execution.       Responsibilities           Own the accuracy and completeness of Telemedicine Operations data          Be the operational data domain expert to liaison between data engineers  business analysts  and other stakeholders          Work with cross-functional teams to identify data improvements for enhanced analysis and reporting supported via documentation          Build capabilities and self-identify anomalous patterns in operational data       ,     Experience  Skills            1-3 years experience as an analyst  writing complex queries and visualizing results          Strong SQL skills          Hands-on experience working with a modern analytics tech stack  Looker  Google BigQuery  DBT  etc.           Ability to logically connect data and systems logic with business process and requirements          Experience and comfort with managing simultaneous projects and deadlines          Ability to write scripts to automate tasks  Bash  Python  etc.           Preferred Experience  Skills            Experience with healthcare data  HIPAA  PHI  etc.  and or 2-sided marketplace data          Experience with data warehouse schema design and modeling          Additional Tech Stack  Python  R  PostgreSQL  Airflow  etc.       
356,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-fe,United States, U.S. Bank ,"Denver, CO",In-office,Financial,['5 - 10 '],-99365----128590,"Feb 1, 2023",     Job Description       U.S. Bank is seeking a motivated Senior Business Data Analyst with liaison and customer relationship management experience to help lead the success of our Salesforce initiatives. This position will focus on data management  including lead management and augmenting customer prospect information with internal and external data  all with a focus of leveraging data through Salesforce.com to help our bankers support our customers more efficiently and effectively.           Responsible for requirements and functional architecture of our Salesforce ecosystem. Participates in testing  training  and implementation of applications.          Responsible for assisting the business line with requirements and working with the application development team to create a functional architecture.          Participates in developing and maintaining detailed knowledge of the business s current technology and infrastructure from a functional perspective.          Provides guidance concerning business implications of development projects.          Serves as consultant to internal business groups on process improvement projects designed to improve their business results.          Involved in training and implementation of applications.          Partners with business stakeholders to identify  refine  and document detailed business needs.          Assists  and at times  may lead clients and technical staff to investigate  analyze  and resolve application problems related to system functions.          Often first point of contact for user support and problem solving. May manage routine projects.          Frequently interfaces with business lines  including management  and or internal resources to ensure quality  timeliness  and testing of all project release work.          Works with technology and application development teams to design or select solutions that appropriately meet the business needs for large projects.          Reviews and validates test plan approaches for proper functionality coverage.          May coordinate and execute test plans. Looks for an opportunity to improve testing process.          Successful applicants will exemplify US Bank s ethical principles of uncompromising integrity  respect for others  accountability for decisions and actions  and good citizenship.    ,     Basic Qualifications           Bachelor s degree or equivalent work experience          At least 6 years  experience with activities  tasks  practices and deliverables for assessing and documenting business opportunities  benefits  risks  and success factors of potential applications.          Preferred Skills Experience       Working experience in            Salesforce.com capabilities including Campaign and Lead Management          Salesforce.com platform administration experience          Data and Information management          Project Coordination and Execution          Prefer candidates with experience in Financial Services Industry          Extensive experience in            Salesforce.com          Agile project methodologies          Organizational Change Management          Business assessment practices          Business Analysis and Process Mapping          Business partnering networking relationship building          Subject matter expert in            Requirements analysis          Data Management Practices          Workflow analysis       
357, Data Analyst,https://www.dataanalyst.com//job/data-analyst-fe6,United States, Red Dog Media ,"Henderson, NV",In-office,Marketing,['0 - 3 '],-40000----50000,"Feb 1, 2023",     Job Type  Full Time  In Office - Henderson  Nevada       Disclaimer  This is not a remote position.       Schedule  Monday through Friday  Occasional weekend or holiday shifts       Job Description        We are looking for a passionate  experienced Data Analyst to join our marketing team in Henderson  Nevada.       Responsibilities            Leverage various statistical techniques to analyze data sets to discover trends patterns to make predications and business strategy suggestions          Data integrity          Competitive intelligence research          Test and experiment project management       ,     Required Skills            1+ Years of data analyst experience          Strong math skills  statistics  algebra           Comprehensive knowledge of Microsoft Excel          A curious  questioning approach          Experience solving complex data challenges          Experience innovating analytic processes          Detail orientated          Organized          Self motivated and accountable          Strong work ethic with  Above and Beyond  attitude        Bonus Skills           Microsoft SQL  or similar database query tool           Google Analytics          Google Ads  formerly Adwords           Conversion rate optimization       
358, Data Analyst,https://www.dataanalyst.com//job/data-analyst-fb1,United States,Stride,Remote,Remote,Education,['0 - 3 '],-60000----129000,"Feb 1, 2023",     The Data Analyst compiles data into reports  dashboards and apps into relevant data and visualizations needed for customers and internal stakeholders to accomplish key tasks and to meet program goals. The role should have a passion for connecting complex data analysis to meaningful practices. The role should have demonstrated experience communicating with various stakeholders. The data analyst should be self-motivated to solve emergent issues with the best available tools and is expected to work collaboratively with other team members and the broader team of data analysts across the company. The position will work closely with data owners and other analysts to understand the needs of stakeholders across the business. This includes preparation  design and execution of data models built to improve the academic and business outcomes of Learning Solutions and our partners.       Essential Functions  Reasonable accommodations may be made to enable individuals with disabilities to perform the essential duties.           Build data products to improve the performance of customers and the business           Design and help produce routine reporting of key data collaborating with the data owner and other analysts           Create compelling and easy to understand data visualizations that make the complex  simple to understand and relevant to consumers           Know where to find data and how to overcome issues with the data           Help others understand the context  uses and limitations of the data           Handle various ad-hoc reports that are requested throughout the normal course of business           Communicate information to stakeholders about program effectiveness and progress  both regularly and on an as-needed basis           Team player with positive  flexible attitude  integrity  and strong interpersonal skills  self-motivated and takes initiative to solve problems           Analyze data and provide solutions to address business challenges           Collaborate with other internal data  research and data science teams to optimize the experience  outcomes and identify new data products           Define  develop and implement best practices for data cleansing  validation and general quality control           Identify and understand user level security for dashboards and reports based on business requirements           Supervisory Responsibilities  This position has no formal supervisory responsibilities.    ,     REQUIRED QUALIFICATIONS            Ability to translate complex concepts and methodologies into easy-to-understand language          Experience developing dashboards in business intelligence tools such as PowerBI          Experience with PowerApps  SSRS reporting objects  Snowflake  DBT  Streamsets and or Alation           Ability to communicate technology concepts effectively with technically proficient and non-technically proficient individuals          Knowledge of programming standards and techniques  ideally with experience writing in SQL          Strong quantitative and analytical skills          Ability to work independently and in a group setting          Advanced Microsoft Excel skills          Experience with data analysis  modeling  design and documentation          Excellent written and oral communication skills          Effective customer service and interpersonal skills          Strong organizational and time management skills          Experience in developing reports and or dashboards          Ability to manage and deliver on competing priorities          Ability to travel up to 10  of the time  e.g. team building and in-person collaboration           Ability to pass background check          Certificates and Licenses  None required.       DESIRED QUALIFICATIONS            Experience working in education with academic data sets          Experience scripting in Python for ETL processes          WORK ENVIRONMENT  The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.           This is a home-based position       
359,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-37,United States,Ally," Detroit, MI",Hybrid,Financial,['3 - 5 '],-70000----120000,"Feb 1, 2023",     This is currently a hybrid in office partially remote role       The Senior Risk Analyst   Auto Credit Analytics is responsible for executing quantitative analysis to identify  measure and communicate credit risk. This role will leverage business  technical and analytical skills to evaluate the evolving nature of auto credit risk and create transparency into expected and actual portfolio performance.       Through analysis and in-depth research  the Senior Risk Analyst will contribute to Independent Risk Management executing on its responsibilities of providing an objective  critical assessment of risks and through oversight and effective challenge  evaluates whether Ally remains aligned with its risk appetite and risk limits.       The Work Itself           Communicate reporting and analytical findings in a concise and focused manner          Work with and manage large amounts of data  executing and maintaining routine reporting processes  developing new repeatable reporting processes and completing in-depth analysis identifying and measuring credit risk across the Auto portfolio          Review and challenge material estimates and or the processes that provide estimates used in managing the business line  including loss forecast  ALLL  stress tests  credit risk ratings  appropriateness and effectiveness of credit risk policies  and compliance with enterprise policies and standards          Maintain  improve and evolve suite of managerial reporting          Independently identify  assess  monitor  and escalate risks across the enterprise          Leverage current and explore new tools to provide meaningful data insights  create robust reporting  and expand portfolio surveillance capabilities          Conduct ad-hoc analysis and manage independent projects       ,     The Skills You Bring           Bachelor s Degree Required  preferably Finance  Accounting  Economics  Statistics or Business-Related Curriculum   Graduate Degree preferred          3+ years of experience in performing analytics  evaluating credit  publishing management reporting or assessing risk in the financial services industry  preferably automotive lending          Strong technical and data skills   SQL experience required. SAS  Python  R experience a plus.          Proficiency with Microsoft Office products including advanced Excel and Powerpoint skills. Experience with PowerBI or Tableau preferred Ability to work collaboratively and effectively at all levels of the organization          Good organizational skills with the ability to work autonomously and initiate proactively          Ability to translate modeling analysis results into business recommendations          Strong analytical and problem-solving skills          High level of oral and written communication skills          Ability to manage multiple priorities and deliver timely results       
