fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_id,twitter_name,party_simple,key,ballotpedia
H6GA03113,"FERGUSON, ANDERSON DREW IV",GA,03,REPUBLICAN PARTY,House,Incumbent,C,F000465,Drew Ferguson,412700,694984534249594880,drewfergusonga,Republican,anderson  ferguson,NA
H2PA01107,"FERMO, PAUL",PA,01,DEMOCRATIC PARTY,House,Challenger,C,,,,,,Democrat,paul  fermo,NA
H2FL07289,"FERNANDEZ, HLSIA TATIANA",FL,07,DEMOCRATIC PARTY,House,Open seat,P,,,,,,Democrat,hlsia  fernandez,https://ballotpedia.org/Tatiana_Fernandez
H2NJ07267,"FERNANDEZ, VERONICA",NJ,07,INDEPENDENT,House,Challenger,N,,,,,,Other,veronica  fernandez,NA
H2NJ03290,"FERRARA, NICHOLAS JUDE",NJ,03,REPUBLICAN PARTY,House,Challenger,P,,,,,,Republican,nicholas  ferrara,https://ballotpedia.org/Nicholas_Ferrara
H2NJ05345,"FERRIGNO, TREVOR JAMES MR.",NJ,05,INDEPENDENT,House,Challenger,N,,,,,,Other,trevor  ferrigno,https://ballotpedia.org/Trevor_Ferrigno
H2TX35110,"FEWINGS, DANIELLE AMELIA",TX,35,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,danielle  fewings,NA
H2NY01174,"FIGLIOLA, ANTHONY M",NY,01,REPUBLICAN PARTY,House,Open seat,C,,,,,afigliola1,Republican,anthony  figliola,https://ballotpedia.org/Anthony_Figliola
H2VA08186,"FIKRE, THEODORE",VA,08,INDEPENDENT,House,Challenger,N,,,,,teddy_fikre,Other,theodore  fikre,https://ballotpedia.org/Teddy_Fikre
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,,repfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,1563316176717246464,repfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,,bradfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,1563316176717246464,bradfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,3221588438,repfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H2MN01223,"FINSTAD, BRAD",MN,01,REPUBLICAN PARTY,House,Incumbent,N,F000475,Brad Finstad,456869,3221588438,bradfinstad,Republican,brad  finstad,https://ballotpedia.org/Brad_Finstad
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1344375287484723200,repfischbach,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1344375287484723200,fischbachmn7,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1344375287484723200,michellefischb,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1159929043816460288,repfischbach,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1159929043816460288,fischbachmn7,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H0MN07091,"FISCHBACH, MICHELLE",MN,07,REPUBLICAN PARTY,House,Incumbent,C,F000470,Michelle Fischbach,456828,1159929043816460288,michellefischb,Republican,michelle  fischbach,https://ballotpedia.org/Michelle_Fischbach
H2FL04187,"FISCHER, JASON",FL,04,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,jason  fischer,NA
H2NJ06236,"FISHER, TARA LYNN",NJ,06,LIBERTARIAN PARTY,House,Challenger,N,,,,,fisher4freedom,Other,tara  fisher,https://ballotpedia.org/Tara_Fisher
H2NY12213,"FITZGERALD, MIKE",NY,12,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,mike  fitzgerald,NA
H0WI05113,"FITZGERALD, SCOTT",WI,05,REPUBLICAN PARTY,House,Incumbent,C,F000471,,456855,1004891731,repfitzgerald,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald
H0WI05113,"FITZGERALD, SCOTT",WI,05,REPUBLICAN PARTY,House,Incumbent,C,F000471,,456855,1004891731,fitzgeraldforwi,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald
H0WI05113,"FITZGERALD, SCOTT",WI,05,REPUBLICAN PARTY,House,Incumbent,C,F000471,,456855,1169399788539928576,repfitzgerald,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald
H0WI05113,"FITZGERALD, SCOTT",WI,05,REPUBLICAN PARTY,House,Incumbent,C,F000471,,456855,1169399788539928576,fitzgeraldforwi,Republican,scott  fitzgerald,https://ballotpedia.org/Scott_Fitzgerald
H6PA08277,"FITZPATRICK, BRIAN",PA,01,REPUBLICAN PARTY,House,Incumbent,C,F000466,Brian Fitzpatrick,412721,816303263586914304,repbrianfitz,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick
H6PA08277,"FITZPATRICK, BRIAN",PA,01,REPUBLICAN PARTY,House,Incumbent,C,F000466,Brian Fitzpatrick,412721,816303263586914304,brianfitzusa,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick
H6PA08277,"FITZPATRICK, BRIAN",PA,01,REPUBLICAN PARTY,House,Incumbent,C,F000466,Brian Fitzpatrick,412721,2147483647,repbrianfitz,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick
H6PA08277,"FITZPATRICK, BRIAN",PA,01,REPUBLICAN PARTY,House,Incumbent,C,F000466,Brian Fitzpatrick,412721,2147483647,brianfitzusa,Republican,brian  fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick
H2CO05265,"FLANAGAN, BRIAN",CO,05,LIBERTARIAN PARTY,House,Challenger,N,,,,,,Other,brian  flanagan,NA
H2NJ03233,"FLANAGAN, TRICIA",NJ,04,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,tricia  flanagan,NA
H0TN03254,"FLEISCHMANN, CHARLES J",TN,03,REPUBLICAN PARTY,House,Incumbent,C,F000459,Charles Fleischmann,412476,235190657,repchuck,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann
H0TN03254,"FLEISCHMANN, CHARLES J",TN,03,REPUBLICAN PARTY,House,Incumbent,C,F000459,Charles Fleischmann,412476,50036176,repchuck,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann
H0TN03254,"FLEISCHMANN, CHARLES J",TN,03,REPUBLICAN PARTY,House,Incumbent,C,F000459,Charles Fleischmann,412476,235190657,chuck4congress,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann
H0TN03254,"FLEISCHMANN, CHARLES J",TN,03,REPUBLICAN PARTY,House,Incumbent,C,F000459,Charles Fleischmann,412476,50036176,chuck4congress,Republican,charles  fleischmann,https://ballotpedia.org/Charles_Fleischmann
H0NY01202,"FLEMING, BRIDGET",NY,01,DEMOCRATIC PARTY,House,Challenger,P,,,,,bridgetmfleming,Democrat,bridget  fleming,https://ballotpedia.org/Bridget_M._Fleming
H8TX07140,"FLETCHER, ELIZABETH",TX,07,DEMOCRATIC PARTY,House,Incumbent,C,F000468,Lizzie Pannill Fletcher,412824,1075904377221722112,repfletcher,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher
H8TX07140,"FLETCHER, ELIZABETH",TX,07,DEMOCRATIC PARTY,House,Incumbent,C,F000468,Lizzie Pannill Fletcher,412824,1075904377221722112,lizzie4congress,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher
H8TX07140,"FLETCHER, ELIZABETH",TX,07,DEMOCRATIC PARTY,House,Incumbent,C,F000468,Lizzie Pannill Fletcher,412824,857009033882083328,repfletcher,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher
H8TX07140,"FLETCHER, ELIZABETH",TX,07,DEMOCRATIC PARTY,House,Incumbent,C,F000468,Lizzie Pannill Fletcher,412824,857009033882083328,lizzie4congress,Democrat,elizabeth  fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher
H2NJ01179,"FLETCHER, ISAIAH",NJ,01,LIBERTARIAN PARTY,House,Challenger,N,,,,,isaiah4congress,Other,isaiah  fletcher,https://ballotpedia.org/Isaiah_Fletcher
H2NJ01161,"FLETCHER, ISAIAH",NJ,01,LIBERTARIAN PARTY,House,Challenger,N,,,,,isaiah4congress,Other,isaiah  fletcher,https://ballotpedia.org/Isaiah_Fletcher
H2OH12142,"FLETCHER, MICHAEL",OH,12,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,michael  fletcher,https://ballotpedia.org/Michael_Fletcher_(Ohio)
H0TN08287,"FLINN, GEORGE S DR JR",TN,09,INDEPENDENT,House,Challenger,P,,,,,,Other,george  flinn,https://ballotpedia.org/George_Flinn_Jr.
H2NY16115,"FLISSER, MIRIAM",NY,16,REPUBLICAN PARTY,House,Challenger,P,,,,,,Republican,miriam  flisser,https://ballotpedia.org/Miriam_Levitt_Flisser
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,,usrepmikeflood,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,1547025742529167360,usrepmikeflood,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,,flood4nebraska,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,1547025742529167360,flood4nebraska,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,1487156409028558848,usrepmikeflood,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NE01118,"FLOOD, MIKE",NE,01,REPUBLICAN PARTY,House,Incumbent,C,F000474,Mike Flood,456868,1487156409028558848,flood4nebraska,Republican,mike  flood,https://ballotpedia.org/Mike_Flood
H2NJ07242,"FLORA, JOHN P",NJ,07,REPUBLICAN PARTY,House,Challenger,P,,,,,,Republican,john  flora,https://ballotpedia.org/John_P._Flora
H2CA21217,"FLORES-GIBSON, MARTHA ELENA DR",CA,21,REPUBLICAN PARTY,House,Challenger,N,,,,,,Republican,martha  floresgibson,NA
H2CA42254,"FLORES, JULIO CESAR",CA,42,GREEN PARTY,House,Challenger,N,,,,,,Other,julio  flores,https://ballotpedia.org/Julio_Cesar_Flores
H2TX34113,"FLORES, MAYRA NOHEMI",TX,34,REPUBLICAN PARTY,House,Incumbent,P,F000473,,456867,,mayraflores2022,Republican,mayra  flores,https://ballotpedia.org/Mayra_Flores
H2AK00283,"FLORSCHUTZ, OTTO H. III",AK,00,REPUBLICAN PARTY,House,Open seat,N,,,,,,Republican,otto  florschutz,https://ballotpedia.org/Otto_Florschutz
H2MD02335,"FLOWERS, BERNARD",MD,02,REPUBLICAN PARTY,House,Challenger,C,,,,,berneyflowers,Republican,bernard  flowers,https://ballotpedia.org/Bernard_Flowers
H0MS02082,"FLOWERS, BRIAN WESLEY",MS,02,REPUBLICAN PARTY,House,Challenger,P,,,,,,Republican,brian  flowers,https://ballotpedia.org/Brian_Flowers
H2GA14044,"FLOWERS, MARCUS",GA,14,DEMOCRATIC PARTY,House,Challenger,P,,,,,marcus4georgia,Democrat,marcus  flowers,https://ballotpedia.org/Marcus_Flowers
H2OR06090,"FLYNN, CARRICK RONAN MORGAN",OR,06,DEMOCRATIC PARTY,House,Open seat,C,,,,,carrickflynnor,Democrat,carrick  flynn,https://ballotpedia.org/Carrick_Flynn
H2FL20282,"FLYNN, JIM P",FL,20,NO PARTY AFFILIATION,House,Open seat,N,,,,,,Other,jim  flynn,https://ballotpedia.org/Jim_Flynn_(Florida)
H2DC01037,"FLYUNT, MIKHAIL PETER MR.",DC,00,REPUBLICAN PARTY,House,Challenger,N,,,,,,Republican,mikhail  flyunt,NA
H6MD05222,"FOGG, MATTHEW",MD,04,DEMOCRATIC PARTY,House,Challenger,N,,,,,marshalfogg,Democrat,matthew  fogg,https://ballotpedia.org/Matthew_Fogg
H2MD06328,"FOLDI, MATTHEW",MD,06,REPUBLICAN PARTY,House,Challenger,P,,,,,matthewfoldi,Republican,matthew  foldi,https://ballotpedia.org/Matthew_Foldi
H2AL13015,"FOLEY, JIMMY MR",AL,13,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,jimmy  foley,NA
H2OH13272,"FOLGER PORTER, JANET L",OH,13,REPUBLICAN PARTY,House,Open seat,C,,,,,,Republican,janet  porter,https://ballotpedia.org/Janet_Folger_Porter
H8CA17105,"FORBES, STEPHEN",CA,17,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,stephen  forbes,https://ballotpedia.org/Stephen_Forbes
H8CA45189,"FORDE, BRIAN",CA,45,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,brian  forde,NA
H2CO18011,"FORDHAM, ABIGAIL MRS",CO,18,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,abigail  fordham,NA
H2TX08166,"FORD, JERRY MR.",TX,38,REPUBLICAN PARTY,House,Open seat,P,,,,,,Republican,jerry  ford,https://ballotpedia.org/Jerry_Ford_Sr.
H2GA09234,"FORD, MICHAEL C. MR.",GA,09,DEMOCRATIC PARTY,House,Challenger,C,,,,,mike4georgia,Democrat,michael  ford,https://ballotpedia.org/Michael_Ford_(Georgia)
H2GA10273,"FORE, JESSICA ALLISON",GA,10,DEMOCRATIC PARTY,House,Open seat,P,,,,,jessicaforega,Democrat,jessica  fore,https://ballotpedia.org/Jessica_Fore
H2IN17012,"FORSYTH, ERICSON MR",IN,17,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,ericson  forsyth,NA
H2NY49017,"FORSYTH, HIRAM MR",NY,49,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,hiram  forsyth,NA
H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",NE,01,REPUBLICAN PARTY,House,Incumbent,P,F000449,Jeff Fortenberry,400640,,supportfortne,Republican,jeffrey  fortenberry,https://ballotpedia.org/Jeff_Fortenberry
H2NY14128,"FORTE, TINA",NY,14,REPUBLICAN PARTY,House,Challenger,P,,,,,tinaforteusa,Republican,tina  forte,https://ballotpedia.org/Tina_Forte
H2GA13103,"FORT, VINCENT",GA,13,DEMOCRATIC PARTY,House,Challenger,P,,,,,,Democrat,vincent  fort,NA
H0VA02183,"FOSTER, DAVID B.",VA,01,INDEPENDENT,House,Challenger,N,,,,,rsvptruth,Other,david  foster,https://ballotpedia.org/David_Bruce_Foster_(Virginia_congressional_candidate)
H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,F000454,Bill Foster,412257,1080509366,repbillfoster,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois)
H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,F000454,Bill Foster,412257,1080509366,foster4congress,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois)
H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,F000454,Bill Foster,412257,188403766,repbillfoster,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois)
H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,11,DEMOCRATIC PARTY,House,Incumbent,C,F000454,Bill Foster,412257,188403766,foster4congress,Democrat,g  foster,https://ballotpedia.org/Bill_Foster_(Illinois)
H2AK00408,"FOSTER, LAUREL A.",AK,00,NONPARTISAN,House,Open seat,N,,,,,laurel4alaska,Other,laurel  foster,https://ballotpedia.org/Laurel_Foster
H2IL13211,"FOSTER, NANCY",IL,13,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,nancy  foster,NA
H0TX04151,"FOSTER, RUSSELL",TX,04,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,russell  foster,NA
H2AZ06296,"FOSTER, WILLIAM",AZ,06,INDEPENDENT,House,Challenger,N,,,,,,Other,william  foster,NA
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,1611471154732060672,valeriefoushee,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,1611471154732060672,fousheefornc,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,1611471154732060672,valfoushee,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,822521744661458944,valeriefoushee,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,822521744661458944,fousheefornc,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2NC06114,"FOUSHEE, VALERIE",NC,04,DEMOCRATIC PARTY,House,Incumbent,C,F000477,,456913,822521744661458944,valfoushee,Democrat,valerie  foushee,https://ballotpedia.org/Valerie_Foushee
H2CT21013,"FOWLER, ARNOLD DANIEL MR",CT,21,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,arnold  fowler,NA
H2TX28099,"FOWLER, STEVEN",TX,28,REPUBLICAN PARTY,House,Challenger,C,,,,,fightlikehelltx,Republican,steven  fowler,https://ballotpedia.org/Steven_Fowler
H2GA34018,"FOWLER, TIMOTHY MR",GA,34,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,timothy  fowler,NA
H2RI02176,"FOX, JOY",RI,02,DEMOCRATIC PARTY,House,Open seat,C,,,,,joyfoxri,Democrat,joy  fox,https://ballotpedia.org/Joy_Fox
H2CA16167,"FOX, RICHARD DR.",CA,16,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,richard  fox,https://ballotpedia.org/Richard_Fox_(California)
H0WV03193,"FOX-SPENCER, BELINDA",WV,01,INDEPENDENT,House,Challenger,N,,,,,bfoxspencer,Other,belinda  foxspencer,https://ballotpedia.org/Belinda_Fox-Spencer
H2PA18226,"FOX, STEPHANIE",PA,18,DEMOCRATIC PARTY,House,Open seat,N,,,,,,Democrat,stephanie  fox,NA
H4NC05146,"FOXX, VIRGINIA ANN",NC,05,REPUBLICAN PARTY,House,Incumbent,C,F000450,Virginia Foxx,400643,16256269,virginiafoxx,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx
H4NC05146,"FOXX, VIRGINIA ANN",NC,05,REPUBLICAN PARTY,House,Incumbent,C,F000450,Virginia Foxx,400643,61608485,virginiafoxx,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx
H4NC05146,"FOXX, VIRGINIA ANN",NC,05,REPUBLICAN PARTY,House,Incumbent,C,F000450,Virginia Foxx,400643,16256269,foxxforcongress,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx
H4NC05146,"FOXX, VIRGINIA ANN",NC,05,REPUBLICAN PARTY,House,Incumbent,C,F000450,Virginia Foxx,400643,61608485,foxxforcongress,Republican,virginia  foxx,https://ballotpedia.org/Virginia_Foxx
H2TX24163,"FRAGNOLI, KATHY",TX,24,DEMOCRATIC PARTY,House,Challenger,C,,,,,kathy4congress,Democrat,kathy  fragnoli,https://ballotpedia.org/Kathy_Fragnoli
H2CT02161,"FRANCE, MIKE",CT,02,REPUBLICAN PARTY,House,Challenger,N,,,,,mikefrancect2,Republican,mike  france,https://ballotpedia.org/Mike_France
H2NY10332,"FRANCIS, QUANDA",NY,10,DEMOCRATIC PARTY,House,Challenger,N,,,,,quandafrancis,Democrat,quanda  francis,https://ballotpedia.org/Quanda_Francis
H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,F000462,Lois Frankel,412529,1077121945,reploisfrankel,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel
H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,F000462,Lois Frankel,412529,1077121945,loisfrankel,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel
H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,F000462,Lois Frankel,412529,349296252,reploisfrankel,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel
H2FL14053,"FRANKEL, LOIS J.",FL,22,DEMOCRATIC PARTY,House,Incumbent,C,F000462,Lois Frankel,412529,349296252,loisfrankel,Democrat,lois  frankel,https://ballotpedia.org/Lois_Frankel
H2CA24211,"FRANKENFIELD, JEFF",CA,24,INDEPENDENT,House,Challenger,N,,,,,,Other,jeff  frankenfield,https://ballotpedia.org/Jeff_Frankenfield
H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,F000472,,456807,1343664721384398848,repfranklin,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin
H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,F000472,,456807,1343664721384398848,scottfranklinfl,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin
H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,F000472,,456807,1247958910025203712,repfranklin,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin
H0FL15104,"FRANKLIN, SCOTT MR.",FL,18,REPUBLICAN PARTY,House,Incumbent,C,F000472,,456807,1247958910025203712,scottfranklinfl,Republican,scott  franklin,https://ballotpedia.org/Scott_Franklin
H2NC03152,"FRANKO, CHRISTOPHER J",NC,03,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,christopher  franko,NA
H2FL21108,"FRANZESE, DANIEL JOHN",FL,22,REPUBLICAN PARTY,House,Challenger,C,,,,,danforfl,Republican,daniel  franzese,https://ballotpedia.org/Dan_Franzese
H2NY23152,"FRATTO, MARIO",NY,24,REPUBLICAN PARTY,House,Open seat,P,,,,,mariofratto,Republican,mario  fratto,https://ballotpedia.org/Mario_Fratto
H8CA18095,"FREDRICH, JOHN KARL",CA,16,NONE,House,Challenger,N,,,,,,Other,john  fredrich,https://ballotpedia.org/John_Karl_Fredrich
H2KY54019,"FREDRICK, ADMIRAL MR",KY,54,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,,,Other,admiral  fredrick,NA
H2OH14114,"FREDRICKSON, MATTHEW",OH,14,REPUBLICAN PARTY,House,Challenger,N,,,,,,Republican,matthew  fredrickson,NA
H2NC04127,"FREDSELLL, ERIK",NC,04,REPUBLICAN PARTY,House,Open seat,N,,,,,,Republican,erik  fredselll,NA
H2AZ02394,"FREE, LUCRETIA",AZ,02,REPUBLICAN PARTY,House,Open seat,C,,,,,,Republican,lucretia  free,NA
H2NM02183,"FREEMAN, GORDON",NM,02,DEMOCRATIC PARTY,House,Challenger,N,,,,,,Democrat,gordon  freeman,NA
H2CA06317,"FREMGEN, JAMES LUCAS",CA,07,DEMOCRATIC PARTY,House,Challenger,P,,,,,jimmy_fremgen,Democrat,james  fremgen,https://ballotpedia.org/Jimmy_Fremgen
H2WA03183,"FRENCH, LESLIE LEIGH",WA,03,REPUBLICAN PARTY,House,Challenger,C,,,,,frenchcongress,Republican,leslie  french,https://ballotpedia.org/Leslie_French
H2TX21136,"FRENCH, MICHAEL ALEXANDER MR.",TX,21,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,michael  french,https://ballotpedia.org/Michael_French
H2KS02150,"FRIDLINGTON, JOSEPH",KS,02,UNAFFILIATED,House,Challenger,N,,,,,,Other,joseph  fridlington,NA
H2NC03129,"FRIEND, BRIAN M",NC,03,REPUBLICAN PARTY,House,Challenger,N,,,,,,Republican,brian  friend,https://ballotpedia.org/Brian_Friend
H2AZ02329,"FRIESE, RANDALL S.",AZ,02,DEMOCRATIC PARTY,House,Challenger,C,,,,,,Democrat,randall  friese,NA
H2CO03351,"FRISCH, ADAM",CO,03,DEMOCRATIC PARTY,House,Challenger,C,,,,,,Democrat,adam  frisch,https://ballotpedia.org/Adam_Frisch
H2NJ11210,"FRISCIA, LARRY",NJ,11,REPUBLICAN PARTY,House,Challenger,C,,,,,,Republican,larry  friscia,NA
H2OK02257,"FRIX, AVERY",OK,02,REPUBLICAN PARTY,House,Open seat,P,,,,,averyfrix,Republican,avery  frix,https://ballotpedia.org/Avery_Carl_Frix
H2KY06225,"FROEDGE, MAXWELL KEITH",KY,06,WRITE-IN,House,Challenger,N,,,,,,Other,maxwell  froedge,NA
H2OK05227,"FROSCH, DAVID K.",OK,05,INDEPENDENT,House,Challenger,N,,,,,froschforok,Other,david  frosch,https://ballotpedia.org/David_Frosch
H2FL10259,"FROST, MAXWELL ALEJANDRO",FL,10,DEMOCRATIC PARTY,House,Incumbent,C,F000476,,456890,1608494113174822912,maxwellfrostfl,Democrat,maxwell  frost,https://ballotpedia.org/Maxwell_Alejandro_Frost
H2FL10259,"FROST, MAXWELL ALEJANDRO",FL,10,DEMOCRATIC PARTY,House,Incumbent,C,F000476,,456890,67309671,maxwellfrostfl,Democrat,maxwell  frost,https://ballotpedia.org/Maxwell_Alejandro_Frost
H2SC07280,"FRY, RUSSELL",SC,07,REPUBLICAN PARTY,House,Incumbent,C,F000478,,456938,1603514304354983936,reprussellfry,Republican,russell  fry,https://ballotpedia.org/Russell_Fry
H2SC07280,"FRY, RUSSELL",SC,07,REPUBLICAN PARTY,House,Incumbent,C,F000478,,456938,1603514304354983936,russellfrysc,Republican,russell  fry,https://ballotpedia.org/Russell_Fry
H2SC07280,"FRY, RUSSELL",SC,07,REPUBLICAN PARTY,House,Incumbent,C,F000478,,456938,58784217,reprussellfry,Republican,russell  fry,https://ballotpedia.org/Russell_Fry
H2SC07280,"FRY, RUSSELL",SC,07,REPUBLICAN PARTY,House,Incumbent,C,F000478,,456938,58784217,russellfrysc,Republican,russell  fry,https://ballotpedia.org/Russell_Fry
