fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_name,score_norm_abs,partisan_score_twitter,partisan_score_nominate,partisan_score_govtrack,compete_ideology,compete_cookpvi,compete_eff_gap
H2TX30178,"CROCKETT, JASMINE",TX,30,DEMOCRATIC PARTY,House,Incumbent,C,C001130,Jasmine_Crockett,456944,repjasmine,0.8589405920912515,0.33235867446393763,0.723,0.46144996752697265,0.0438494361894598,27,0.08342718972371006
H2TX30178,"CROCKETT, JASMINE",TX,30,DEMOCRATIC PARTY,House,Incumbent,C,C001130,Jasmine_Crockett,456944,jasmineforus,0.8589405920912515,0.33235867446393763,0.723,0.46144996752697265,0.0438494361894598,27,0.08342718972371006
H2MD03192,"CROOM, GEORGE",MD,02,DEMOCRATIC PARTY,House,Challenger,P,NA,George_Croom,NA,georgecroom,0.06892794461859975,0.01559454191033138,NA,NA,0.09950198293817192,7,0.04442519346257536
H2FL05226,"CROOMS, CONNELL AUBREY",FL,05,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.35716895551157757,11,0.07951313308826236
H2AK01109,"CROPLEY, TYLER",AK,00,NONE,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.49543194293402926,8,0.0963368019870488
H2TX38080,"CROSS, ALEX",TX,38,REPUBLICAN PARTY,House,Open seat,N,NA,Alex_Cross,NA,NA,NA,NA,NA,NA,0.2526192914327976,12,NA
H8CO06229,"CROW, JASON",CO,06,DEMOCRATIC PARTY,House,Incumbent,C,C001121,Jason_Crow,412762,jasoncrowco,0.946009411703084,0.9230019493177388,0.288,0.370946511470469,0.0913210062446238,9,0.10119218596794427
H8CO06229,"CROW, JASON",CO,06,DEMOCRATIC PARTY,House,Incumbent,C,C001121,Jason_Crow,412762,repjasoncrow,0.946009411703084,0.9230019493177388,0.288,0.370946511470469,0.0913210062446238,9,0.10119218596794427
H0OR02168,"CRUMPACKER, JIMMY",OR,05,REPUBLICAN PARTY,House,Challenger,P,NA,Jimmy_Crumpacker,NA,votecrumpacker,NA,NA,NA,NA,0.07214594913777694,2,0.08333449711215893
H2IL05225,"CRUZ, JERICO MATIAS",IL,05,INDEPENDENT,House,Challenger,P,NA,Jerico_Matias_Cruz,NA,cruzforuscong,NA,NA,NA,NA,0.5079027449323557,18,0.030128820478271024
H2IL03147,"CRUZ, ROBERT 'ROB'",IL,06,REPUBLICAN PARTY,House,Challenger,C,NA,Rob_Cruz,NA,cruzforil,0.919789254370746,0.7368421052631579,NA,NA,0.1301567080025141,3,0.13581540271401688
H0MD05274,"CUBERO, BRYAN DUVAL",MD,05,REPUBLICAN PARTY,House,Challenger,N,NA,Bryan_Duval_Cubero,NA,NA,NA,NA,NA,NA,0.03139181281643588,15,0.031033549641905727
H2NY14094,"CUELLAR, DESI",NY,14,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.5005136030925046,28,0.01908403716527719
H2TX23082,"CUELLAR, HENRY R.",TX,28,DEMOCRATIC PARTY,House,Incumbent,C,C001063,Henry_Cuellar,400657,repcuellar,0.1987114873963348,0.04775828460038986,0.228,0.08326909611935063,0.21617159282816045,3,0.0922577078069151
H2TX23082,"CUELLAR, HENRY R.",TX,28,DEMOCRATIC PARTY,House,Incumbent,C,C001063,Henry_Cuellar,400657,cuellarcampaign,0.1987114873963348,0.04775828460038986,0.228,0.08326909611935063,0.21617159282816045,3,0.0922577078069151
H2NJ04231,"CULLEN, JASON CULLEN",NJ,04,LIBERTARIAN PARTY,House,Challenger,N,NA,Jason_Cullen,NA,cullen4congress,NA,NA,NA,NA,0.1154209855715127,14,0.05515720193643394
H2NJ25012,"CULLENS, STEPHENE MR",NJ,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2WA04173,"CULP, LOREN",WA,04,REPUBLICAN PARTY,House,Challenger,C,NA,Loren_Culp,NA,lorenculp,0.9563962745010386,0.9619883040935672,NA,NA,0.208213011917596,11,0.15354092419217516
H2IL02206,"CULTRA, SHANE",IL,02,REPUBLICAN PARTY,House,Challenger,N,NA,Shane_Cultra,NA,NA,NA,NA,NA,NA,0.17540593419922856,19,0.039038836184906375
H0UT03235,"CUMMINGS, DANIEL CLYDE",UT,03,CONSTITUTION PARTY,House,Challenger,N,NA,Daniel_Clyde_Cummings,NA,NA,NA,NA,NA,NA,0.3755338432284976,13,0.013940390001468784
H2GA14119,"CUNNINGHAM, ERIC B",GA,14,REPUBLICAN PARTY,House,Challenger,P,NA,Eric_Cunningham_(Georgia),NA,ericbcunningham,NA,NA,NA,NA,0.5762309145480033,22,0.2076412973295017
H2CT12012,"CUNNINGHAM, GEORGE MR",CT,12,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H0TX26170,"CUNNINGHAM, WILLIAM ROBERT MR. JR.",TX,26,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3564821222953478,13,0.08597518848841461
H0FL13190,"CURNOW, JACOB",FL,13,WRITE-IN,House,Open seat,N,NA,Jacob_Curnow,NA,realjacobcurnow,NA,NA,NA,NA,0.15093795780339447,6,0.1618568968468025
H2GA10182,"CURRY, DAVID",GA,10,REPUBLICAN PARTY,House,Open seat,C,NA,David_Curry,NA,davidcurryga,0.9430169810342488,0.9083820662768032,NA,NA,0.41468658469405906,15,0.1995866504650406
H2CA12190,"CURRY, ERIC",CA,12,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.8610072602336993,40,0.14119516416349742
H2OH52015,"CURRY, MACDUFF MR",OH,52,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2MD04331,"CURTIS, JAMES JR",MD,04,DEMOCRATIC PARTY,House,Open seat,N,NA,James_Curtis,NA,curtis4change,NA,NA,NA,NA,0.44202060951088973,40,0.01848723447285227
H8UT03238,"CURTIS, JOHN",UT,03,REPUBLICAN PARTY,House,Incumbent,C,C001114,John_Curtis_(Utah),412740,repjohncurtis,0.1284590935394454,0.02729044834307992,0.476,0.14305003438355568,0.3755338432284976,13,0.013940390001468784
H8UT03238,"CURTIS, JOHN",UT,03,REPUBLICAN PARTY,House,Incumbent,C,C001114,John_Curtis_(Utah),412740,curtisut,0.1284590935394454,0.02729044834307992,0.476,0.14305003438355568,0.3755338432284976,13,0.013940390001468784
H2NJ05303,"D'AGOSTINO, NICHOLAS A. MR.",NJ,05,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.18026681561628077,4,0.12727845812926894
H0NY03075,"D'ARRIGO, MELANIE",NY,03,DEMOCRATIC PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.26988162702032137,2,0.04925552402529869
H0MO06115,"DADY, JOHN",MO,06,REPUBLICAN PARTY,House,Challenger,N,NA,John_Dady,NA,dady6th,NA,NA,NA,NA,0.6641755117168275,21,0.04566954683073589
H2MI07149,"DAILEY, LEAH R.",MI,07,LIBERTARIAN PARTY,House,Challenger,N,NA,Leah_Dailey,NA,NA,NA,NA,NA,NA,0.14282351101830315,2,0.13314762181317258
H2CA45141,"DALE, TERRY",CA,45,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.21618771566502215,2,0.17469235052087714
H2UT03272,"DALLIN, JARED",UT,03,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3755338432284976,13,0.013940390001468784
H2VA11198,"DALSIMER, ALLY",VA,11,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.2978922670377314,18,0.06581687591503352
H2MO03183,"DALY, ANDREW",MO,03,DEMOCRATIC PARTY,House,Challenger,N,NA,Andrew_Daly_(Missouri),NA,andrewdalymo3,NA,NA,NA,NA,0.45446384643150894,16,0.037727881519107845
H2CA10194,"DALY, JOLENE",CA,05,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.1363408635829666,9,0.0615758668970002
H2AZ04184,"DANIEL, MATTHEW CHARLES",AZ,04,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.13915355199748092,2,0.027971883528324346
H2CA07133,"DANIELS, BRET",CA,06,REPUBLICAN PARTY,House,Challenger,P,NA,Bret_Daniels,NA,NA,NA,NA,NA,NA,0.1755557645252792,7,0.05889483297398883
H2MO01203,"DANIELS, MICHAEL",MO,01,DEMOCRATIC PARTY,House,Challenger,C,NA,Michael_Daniels_(Missouri),NA,danielsforusrep,NA,NA,NA,NA,0.28781828653054686,27,0.02564169307548142
H2NJ04249,"DANIELS, PAMELA RENEE MS",NJ,04,INDEPENDENT,House,Challenger,N,NA,Pam_Daniels,NA,pamrdaniels,NA,NA,NA,NA,0.1154209855715127,14,0.05515720193643394
H2PA10124,"DANIELS, SHAMAINE MS",PA,10,DEMOCRATIC PARTY,House,Challenger,N,NA,Shamaine_Daniels,NA,shamainedaniels,0.8592826474692021,0.33430799220272905,NA,NA,0.18803531689452657,5,0.12737500541354238
H0PA08197,"DANIELS, TEDDY",PA,08,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.2652204318098177,4,0.19129821832737529
H2WA05097,"DANIMUS, ANN MARIE",WA,05,DEMOCRATIC PARTY,House,Challenger,N,NA,Ann_Marie_Danimus,NA,NA,NA,NA,NA,NA,0.030061391021093176,8,0.1441477842268788
H2TX14198,"DANTE, RUBEN LANDON",TX,14,REPUBLICAN PARTY,House,Challenger,N,NA,Ruben_Landon_Dante,NA,rubenldante,NA,NA,NA,NA,0.47103421612664986,17,0.10977143822531582
H2LA05282,"DANTZLER, OSCAR ""OMAR""",LA,05,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.7079916978208434,17,0.07683552936878248
H2MI13337,"DARDZINSKI, CHRISTOPHER",MI,13,OTHER,House,Challenger,N,NA,Christopher_Dardzinski,NA,NA,NA,NA,NA,NA,0.19525271000859745,23,0.04097578634380048
H2IL08187,"DARGIS, CHRISTOPHER BRYANT",IL,08,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.13934659080986722,6,0.15364388131910825
H2LA01109,"DARLING, KATIE DARLING",LA,01,DEMOCRATIC PARTY,House,Challenger,P,NA,Katie_Darling,NA,katie4louisiana,0.9016005072902546,0.5682261208576999,NA,NA,0.5352134260018613,23,0.011108172337918042
H2OH02135,"DARNOWSKY, ALAN",OH,02,DEMOCRATIC PARTY,House,Challenger,C,NA,Alan_Darnowsky,NA,darnowskyalan,NA,NA,NA,NA,0.5441074201045801,25,0.09805987338284974
H2NY08187,"DASHEVSKY, YURI MR",NY,08,REPUBLICAN PARTY,House,Challenger,P,NA,Yuri_Dashevsky,NA,djueat,0.765694403923286,0.24366471734892783,NA,NA,0.5187162698989773,26,0.04809501343594638
H2NY08187,"DASHEVSKY, YURI MR",NY,08,REPUBLICAN PARTY,House,Challenger,P,NA,Yuri_Dashevsky,NA,yura4us,0.765694403923286,0.24366471734892783,NA,NA,0.5187162698989773,26,0.04809501343594638
H2TX01138,"DASS, GAVIN",TX,01,DEMOCRATIC PARTY,House,Open seat,N,NA,Gavin_Dass,NA,gavin4congress,NA,NA,NA,NA,0.7641301370383149,26,0.016269381450119687
H2AR01139,"DAUGHERTY, ROGER B",AR,01,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.6843127236578528,22,0.16203373962018502
H2NC04200,"DAUGHTRY, KELLY",NC,13,REPUBLICAN PARTY,House,Open seat,C,NA,Kelly_Daughtry,NA,kellydaughtrync,NA,NA,NA,NA,0.18119799839647843,2,0.14522181327172506
H2NY17170,"DAVID, SHOSHANA",NY,17,REPUBLICAN PARTY,House,Challenger,N,NA,Shoshana_David,NA,NA,NA,NA,NA,NA,0.16595757017601198,3,0.0481264537900573
H8KS03155,"DAVIDS, SHARICE",KS,03,DEMOCRATIC PARTY,House,Incumbent,C,D000629,Sharice_Davids,412780,repdavids,0.90302290752488,0.5896686159844055,0.253,0.4520581973576414,0.05427649925784617,1,0.1281286812811723
H8KS03155,"DAVIDS, SHARICE",KS,03,DEMOCRATIC PARTY,House,Incumbent,C,D000629,Sharice_Davids,412780,sharicedavids,0.90302290752488,0.5896686159844055,0.253,0.4520581973576414,0.05427649925784617,1,0.1281286812811723
H6OH08315,"DAVIDSON, WARREN",OH,08,REPUBLICAN PARTY,House,Incumbent,C,D000626,Warren_Davidson,412675,warrendavidson,0.883072025969996,0.398635477582846,0.665,0.3659601593383677,0.28495324346542406,14,0.08635983187217809
H6OH08315,"DAVIDSON, WARREN",OH,08,REPUBLICAN PARTY,House,Incumbent,C,D000626,Warren_Davidson,412675,vote_davidson,0.883072025969996,0.398635477582846,0.665,0.3659601593383677,0.28495324346542406,14,0.08635983187217809
H2IL01257,"DAVILO, MITCHEL",IL,01,OTHER,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.22248137159433745,20,0.010039345239597987
H2TX04108,"DAVIS II, EARL WILLIAM",TX,04,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.4841859923886165,16,0.14158067857153048
H2FL04179,"DAVIS, ALAN MICHAEL",FL,04,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.397807669980234,6,0.06064659817269164
H2GA11248,"DAVIS, ANGELA GRACE",GA,11,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.3580413788330168,11,0.18364653984813004
H2FL06190,"DAVIS, CHARLES EDWARD",FL,06,REPUBLICAN PARTY,House,Challenger,N,NA,Charles_Davis_(Florida),NA,NA,NA,NA,NA,NA,0.4595484290348275,14,0.14507108585127362
H2MN05166,"DAVIS, CICELY",MN,05,REPUBLICAN PARTY,House,Challenger,P,NA,Cicely_Davis,NA,cicelydavismn,0.895247024557192,0.50682261208577,NA,NA,0.6777559478670772,30,0.02393437811115638
H4IL07037,"DAVIS, DANNY K. MR.",IL,07,DEMOCRATIC PARTY,House,Incumbent,N,D000096,Danny_K._Davis,400093,dannykdavis7th,0.8642279545221436,0.34990253411306044,0.486,0.7818015309097543,0.5575558769901228,36,0.0847398914226726
H4IL07037,"DAVIS, DANNY K. MR.",IL,07,DEMOCRATIC PARTY,House,Incumbent,N,D000096,Danny_K._Davis,400093,repdannydavis,0.8642279545221436,0.34990253411306044,0.486,0.7818015309097543,0.5575558769901228,36,0.0847398914226726
H2NC02287,"DAVIS, DON",NC,01,DEMOCRATIC PARTY,House,Incumbent,N,D000230,Donald_Davis,456912,dondavisnc,0.8971920040371657,0.5282651072124757,0.293,0.32902065332434915,0.3268098698850086,2,0.06372594659928543
H8CA23137,"DAVIS, JAMES",CA,20,REPUBLICAN PARTY,House,Challenger,N,NA,James_Davis_(California),NA,NA,NA,NA,NA,NA,0.21501074800942876,16,0.07046056388212352
H2FL13295,"DAVIS, JAMES MR PA-C",FL,13,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.15093795780339447,6,0.1618568968468025
H0NC11175,"DAVIS, MORRIS D. COL.",NC,11,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.3202226325749704,8,0.11979168592392173
H2TX32141,"DAVIS, NATHAN",TX,32,REPUBLICAN PARTY,House,Challenger,P,NA,Nathan_Davis_(Texas),NA,nathandavistx,NA,NA,NA,NA,0.12783127849311404,14,0.10156045910309923
H2IL13120,"DAVIS, RODNEY L",IL,15,REPUBLICAN PARTY,House,Incumbent,P,D000619,Rodney_Davis_(Illinois),412536,electrodney,0.8828193787086138,0.3947368421052632,NA,0.40137893474688346,0.4875139747251216,22,0.1214791595110992
H2IL13120,"DAVIS, RODNEY L",IL,15,REPUBLICAN PARTY,House,Incumbent,P,D000619,Rodney_Davis_(Illinois),412536,rodneydavis,0.8828193787086138,0.3947368421052632,NA,0.40137893474688346,0.4875139747251216,22,0.1214791595110992
H2MD07094,"DAVIS, TASHI",MD,07,DEMOCRATIC PARTY,House,Challenger,N,NA,Tashi_Davis,NA,tashi_davis,0.750417910600208,0.23684210526315788,NA,NA,0.4092293201631355,30,0.011621791133488216
H2MD07094,"DAVIS, TASHI",MD,07,DEMOCRATIC PARTY,House,Challenger,N,NA,Tashi_Davis,NA,iamtashidavis,0.750417910600208,0.23684210526315788,NA,NA,0.4092293201631355,30,0.011621791133488216
H2GA14077,"DAVIS, WENDY",GA,14,DEMOCRATIC PARTY,House,Challenger,C,NA,Wendy_Davis_(Georgia),NA,wendy4rome,NA,NA,NA,NA,0.5762309145480033,22,0.2076412973295017
H2AZ09183,"DAVISON, JERONE",AZ,04,REPUBLICAN PARTY,House,Challenger,N,NA,Jerone_Davison,NA,pastorjeronetv,NA,NA,NA,NA,0.13915355199748092,2,0.027971883528324346
H2SC07199,"DAVISON, JUSTIN KEITH",SC,07,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5142589980317269,11,0.08601404424996567
H2IN09266,"DAVISSON, J. MICHAEL",IN,09,REPUBLICAN PARTY,House,Open seat,C,NA,J._Michael_Davisson,NA,jdavissonin,NA,NA,NA,NA,0.40896128754264516,16,0.12954215066747843
H2CO02205,"DAWSON, MARSHALL",CO,02,REPUBLICAN PARTY,House,Challenger,P,NA,Marshall_Dawson,NA,NA,NA,NA,NA,NA,0.22166776099538432,17,0.09679932460115699
H2TX32182,"DAY, DARRELL",TX,32,REPUBLICAN PARTY,House,Challenger,P,NA,Darrell_Day,NA,NA,NA,NA,NA,NA,0.12783127849311404,14,0.10156045910309923
H8IN04231,"DAY, ROGER",IN,04,DEMOCRATIC PARTY,House,Challenger,N,NA,Roger_Day,NA,NA,NA,NA,NA,NA,0.4011507983710336,18,0.08027656311886834
H2IN04184,"DAY, ROGER D MR",IN,04,DEMOCRATIC PARTY,House,Challenger,N,NA,Roger_Day,NA,NA,NA,NA,NA,NA,0.4011507983710336,18,0.08027656311886834
H2GA11230,"DAZA-FERNANDEZ, ANTONIO MIGUEL",GA,11,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.3580413788330168,11,0.18364653984813004
H2NY10282,"DE BLASIO, BILL",NY,10,DEMOCRATIC PARTY,House,Challenger,P,NA,Bill_de_Blasio,NA,billdeblasio,0.887157637794044,0.41812865497076024,NA,NA,0.6289638789079699,35,0.012299391598018667
H2CA51214,"DE GANNA, BENJAMIN MR",CA,51,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.2792155328148772,12,0.04494568846401995
H2NJ05311,"DE GREGORIO, NICHOLAS",NJ,05,REPUBLICAN PARTY,House,Challenger,P,NA,Nick_De_Gregorio,NA,nickdgnj,NA,NA,NA,NA,0.18026681561628077,4,0.12727845812926894
H2NY14151,"DE JESUS-CONIGLIO, PURA",NY,14,INDEPENDENT,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5005136030925046,28,0.01908403716527719
H2RI02168,"DE LA CRUZ, JESSICA",RI,02,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.25506463780117306,4,0.07802694201545968
H0TX15124,"DE LA CRUZ, MONICA",TX,15,REPUBLICAN PARTY,House,Incumbent,C,D000594,Monica_De_La_Cruz,456943,monica4congress,0.9180343699538888,0.7183235867446394,0.534,0.1386336808877574,0.08010970310980947,1,0.10947256073422221
H0TX15124,"DE LA CRUZ, MONICA",TX,15,REPUBLICAN PARTY,House,Incumbent,C,D000594,Monica_De_La_Cruz,456943,repmonicadlc,0.9180343699538888,0.7183235867446394,0.534,0.1386336808877574,0.08010970310980947,1,0.10947256073422221
H2CA31166,"DE LUCA, ROCCO",CA,31,DEMOCRATIC PARTY,House,Challenger,N,NA,Rocco_Anthony_De_Luca,NA,NA,NA,NA,NA,NA,0.2788047839863129,15,0.19433200427427338
H2MN01256,"DEAL-BARTELL, CANDICE ELAINE",MN,01,DEMOCRATIC-FARMER-LABOR,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.29335619695034953,7,0.08726562818970315
H2NC11171,"DEAN, KATIE",NC,11,DEMOCRATIC PARTY,House,Challenger,P,NA,Katie_Dean,NA,electkatiedean,0.8967709587072323,0.5233918128654971,NA,NA,0.3202226325749704,8,0.11979168592392173
H8PA04116,"DEAN, MADELEINE",PA,04,DEMOCRATIC PARTY,House,Incumbent,C,D000631,Madeleine_Dean,412809,madeleinedean,0.9425571189865172,0.9035087719298246,0.45,0.6432230788293709,0.0025292735741031525,7,0.08505600131941342
H8PA04116,"DEAN, MADELEINE",PA,04,DEMOCRATIC PARTY,House,Incumbent,C,D000631,Madeleine_Dean,412809,repdean,0.9425571189865172,0.9035087719298246,0.45,0.6432230788293709,0.0025292735741031525,7,0.08505600131941342
H2NJ01146,"DEANGELO, ELAINE LOUISE",NJ,01,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.11508372423978752,10,0.05832846663518795
H0CA52083,"DEBELLO, JAMES",CA,52,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.26962035589375244,18,0.18056581968130475
H8NY11097,"DECILLIS, ALFRED MICHAEL",NY,11,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.16435083327276223,6,0.060127655594763456
H2OH19204,"DECK, BETH A. MRS.",OH,19,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2IL13179,"DEERING, REGAN",IL,13,REPUBLICAN PARTY,House,Challenger,P,NA,Regan_Deering,NA,regan4congress,0.9199513458439236,0.7387914230019493,NA,NA,0.04086258382256003,3,0.17036544629523728
H6OR04047,"DEFAZIO, PETER A",OR,04,DEMOCRATIC PARTY,House,Incumbent,P,D000191,NA,400100,reppeterdefazio,0.8893771499216662,0.4346978557504873,NA,0.5494593130822953,0.16453578548607128,4,0.0765399672368729
H6CO01141,"DEGETTE, DIANA L",CO,01,DEMOCRATIC PARTY,House,Incumbent,C,D000197,Diana_DeGette,400101,degette5280,0.9041318336801174,0.6159844054580896,0.431,0.6487693008441746,0.4791026340710307,29,0.0157738952082927
H6CO01141,"DEGETTE, DIANA L",CO,01,DEMOCRATIC PARTY,House,Incumbent,C,D000197,Diana_DeGette,400101,repdianadegette,0.9041318336801174,0.6159844054580896,0.431,0.6487693008441746,0.4791026340710307,29,0.0157738952082927
H2FL20225,"DEGRAMMONT, VIC",FL,20,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.1999210998559663,25,0.10637059183071017
H2NJ11186,"DEGROOT, PAUL",NJ,11,REPUBLICAN PARTY,House,Challenger,P,NA,Paul_DeGroot,NA,degrootcongress,NA,NA,NA,NA,0.20884966590477194,6,0.1221423969254746
H2AZ04200,"DEHART, VAUGHAN BRANDON BRENDAN",AZ,04,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.13915355199748092,2,0.027971883528324346
H6CA14064,"DEHN, JOSEPH W III",CA,17,LIBERTARIAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5188601296227624,23,0.11091351839327976
H8CA20091,"DEITCH, DOUGLAS",CA,19,DEMOCRATIC PARTY,House,Challenger,N,NA,Douglas_Deitch,NA,douglasdeitch,0.8859573603928268,0.412280701754386,NA,NA,0.3494585350391677,18,0.06476439052745471
H2TX38098,"DEJEAN, JOEL F. MR.",TX,38,INDEPENDENT,House,Open seat,P,NA,Joel_Dejean,NA,votejoeldejean,NA,NA,NA,NA,0.2526192914327976,12,NA
H2CA12224,"DEL CASTELLO, EVE",CA,12,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.8610072602336993,40,0.14119516416349742
H2NJ08281,"DELANEY, DAN MR",NJ,08,LIBERTARIAN PARTY,House,Open seat,N,NA,Dan_Delaney,NA,danforcongress,NA,NA,NA,NA,0.5459942458198561,22,0.01629038374439768
H0CT03072,"DELAURO, ROSA L",CT,03,DEMOCRATIC PARTY,House,Incumbent,C,D000216,Rosa_DeLauro,400103,rosa_delauro,0.9241149695717268,0.7719298245614035,0.415,0.6469354763061179,0.28468454851998815,7,0.05486639614699414
H0CT03072,"DELAURO, ROSA L",CT,03,DEMOCRATIC PARTY,House,Incumbent,C,D000216,Rosa_DeLauro,400103,rosadelauro,0.9241149695717268,0.7719298245614035,0.415,0.6469354763061179,0.28468454851998815,7,0.05486639614699414
H0WA08046,"DELBENE, SUZAN K",WA,01,DEMOCRATIC PARTY,House,Incumbent,C,D000617,Suzan_DelBene,412505,repdelbene,0.8977346532164129,0.5321637426900585,0.287,0.5548432506836839,0.24791336596289604,13,0.1745371405301043
H0WA08046,"DELBENE, SUZAN K",WA,01,DEMOCRATIC PARTY,House,Incumbent,C,D000617,Suzan_DelBene,412505,suzandelbene,0.8977346532164129,0.5321637426900585,0.287,0.5548432506836839,0.24791336596289604,13,0.1745371405301043
H8NY19181,"DELGADO, ANTONIO",NY,19,DEMOCRATIC PARTY,House,Incumbent,C,D000630,NA,412805,delgadoforny,0.9506872366784253,0.956140350877193,NA,0.18696917028530705,0.028338741780904675,0,0.0554075974110944
H2NY16065,"DELICES, PATRICK",NY,16,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.4537177532653317,20,0.04847176256257406
H6OR03163,"DELK, DAVID",OR,03,PACIFIC GREEN,House,Challenger,N,NA,David_Delk_(Oregon),NA,NA,NA,NA,NA,NA,0.5646815953532568,22,0.014820727462998864
H8NY23175,"DELLA PIA, MAX",NY,23,DEMOCRATIC PARTY,House,Open seat,P,NA,Max_Della_Pia,NA,dellapiaforny23,0.7333859682638393,0.22319688109161792,NA,NA,0.3227387182466732,12,0.056445155044175216
H2CA03132,"DELLE, PETER J. MR",CA,03,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.11738665355663458,4,0.1918932666273982
H2PA07096,"DELLICKER, KEVIN",PA,07,REPUBLICAN PARTY,House,Challenger,P,NA,Kevin_Dellicker,NA,kevindellicker,NA,NA,NA,NA,0.20218222483338155,2,0.16111369154314797
H2PA17103,"DELUZIO, CHRISTOPHER",PA,17,DEMOCRATIC PARTY,House,Incumbent,C,D000530,Christopher_Deluzio,456936,repdeluzio,0.899488024452276,0.5516569200779727,0.616,0.3962502462664892,0.16034656421829352,0,0.19344387104732183
H2PA17103,"DELUZIO, CHRISTOPHER",PA,17,DEMOCRATIC PARTY,House,Incumbent,C,D000530,Christopher_Deluzio,456936,chrisforpa,0.899488024452276,0.5516569200779727,0.616,0.3962502462664892,0.16034656421829352,0,0.19344387104732183
H2AZ02402,"DELUZIO, MARK",AZ,02,REPUBLICAN PARTY,House,Open seat,P,NA,Mark_DeLuzio,NA,deluzio4az02,0.90333210379983,0.5994152046783626,NA,NA,0.5307038288640278,6,0.1407122938280509
H2PA17178,"DEMARCO, SAMUEL III",PA,17,REPUBLICAN PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA,NA,0.16034656421829352,0,0.19344387104732183
