name,party,state,district,last_election,twitter,ballotpedia
Tim Beck,Independent,Alaska,,"June 11, 2022",[],https://ballotpedia.org/Tim_Beck_(Alaska)
Jerry Silver,Republican Party,Minnesota,4,"August 9, 2022",[],https://ballotpedia.org/Jerry_Silver
Javier Garcia Ramos,Democratic Party,Arizona,5,"November 8, 2022",['https://www.twitter.com/RamosAZ5'],https://ballotpedia.org/Javier_Garcia_Ramos
Geno Young,Republican Party,Illinois,1,"February 28, 2023",[],https://ballotpedia.org/Geno_Young
Matthew Chappell,Republican Party,Virginia,11,"May 7, 2022",['https://www.twitter.com/Matt4VA11'],https://ballotpedia.org/Matthew_Chappell_(Virginia)
Glenn Grothman,Republican Party,Wisconsin,6,"November 8, 2022","['https://www.twitter.com/RepGrothman', 'https://www.twitter.com/grothmanforwi']",https://ballotpedia.org/Glenn_Grothman
Charles E. Evans,Democratic Party,North Carolina,7,"May 17, 2022",[],https://ballotpedia.org/Charles_E._Evans_(North_Carolina_congressional_candidate)
Doug Revelle,Independent,Washington,2,"August 2, 2022",[],https://ballotpedia.org/Doug_Revelle
DeVan Barbour IV,Republican Party,North Carolina,13,"May 17, 2022",['https://www.twitter.com/devanbarbour'],https://ballotpedia.org/DeVan_Barbour_IV
Morgan Luttrell,Republican Party,Texas,8,"November 8, 2022","['https://www.twitter.com/repluttrell', 'https://www.twitter.com/MLuttrellTX']",https://ballotpedia.org/Morgan_Luttrell
Cynthia Dianne Steel,,Nevada,1,"June 14, 2022",[],https://ballotpedia.org/Cynthia_Dianne_Steel
Michael Cogbill,Democratic Party,Pennsylvania,3,"May 17, 2022",['https://www.twitter.com/MichaelforPa'],https://ballotpedia.org/Michael_Cogbill
Tamika Hamilton,Republican Party,California,6,"November 8, 2022",['https://www.twitter.com/TamikaGHamilton'],https://ballotpedia.org/Tamika_Hamilton
Donald Payne Jr.,Democratic Party,New Jersey,10,"November 8, 2022","['https://www.twitter.com/RepDonaldPayne', 'https://www.twitter.com/DonaldPayneJr']",https://ballotpedia.org/Donald_Payne_Jr.
Bill de Blasio,Democratic Party,New York,10,"August 23, 2022",['https://www.twitter.com/BilldeBlasio'],https://ballotpedia.org/Bill_de_Blasio
David Main,Republican Party,California,5,"June 7, 2022",[],https://ballotpedia.org/David_Main
Nicholas Taurus,Republican Party,California,40,"June 7, 2022",['https://www.twitter.com/NickTaurus40'],https://ballotpedia.org/Nicholas_Taurus
Kendal Ludden,Libertarian Party,New Jersey,10,"November 8, 2022",[],https://ballotpedia.org/Kendal_Ludden
Nick Mitchell,Democratic Party,Utah,2,"November 8, 2022",['https://www.twitter.com/Nick4utah'],https://ballotpedia.org/Nick_Mitchell_(Utah)
Chance Bonaventura,Republican Party,Nevada,4,"June 14, 2022",['https://www.twitter.com/Chancefornv'],https://ballotpedia.org/Chance_Bonaventura
Mark Ramsey,Republican Party,Texas,38,"March 1, 2022",['https://www.twitter.com/RAMSEYforTXCD38'],https://ballotpedia.org/Mark_Ramsey
Katie Darling,Democratic Party,Louisiana,1,"November 8, 2022",['https://www.twitter.com/katie4louisiana'],https://ballotpedia.org/Katie_Darling
Betsy Bates,Republican Party,Texas,8,"March 1, 2022",['https://www.twitter.com/MAGABetsy'],https://ballotpedia.org/Betsy_Bates_(Texas)
Pierre Quincy Pullins,Democratic Party,Indiana,7,"May 3, 2022",['https://www.twitter.com/pierrepullins'],https://ballotpedia.org/Pierre_Pullins
John Di Paola,Republican Party,Oregon,5,"May 17, 2022",['https://www.twitter.com/DrJohnDiPaola'],https://ballotpedia.org/John_Di_Paola
Ricky Barajas,Democratic Party,Oregon,6,"May 17, 2022",['https://www.twitter.com/RIckyBarajas4OR'],https://ballotpedia.org/Ricky_Barajas
Pamela Genant,Democratic Party,North Carolina,10,"November 8, 2022",['https://www.twitter.com/PamGenant'],https://ballotpedia.org/Pam_Genant
Lee Watts,Republican Party,Kentucky,2,"May 17, 2022",['https://www.twitter.com/LeeWatts1776'],https://ballotpedia.org/Lee_Watts
Brian Fitzpatrick,Republican Party,Pennsylvania,1,"November 8, 2022","['https://www.twitter.com/RepBrianFitz', 'https://www.twitter.com/BrianFitzUSA']",https://ballotpedia.org/Brian_Fitzpatrick
Denarvis Mendenhall,Democratic Party,Illinois,7,"June 28, 2022",[],https://ballotpedia.org/Denarvis_Mendenhall
Paul Walton,Democratic Party,Georgia,10,"May 24, 2022",['https://www.twitter.com/walton4congress'],https://ballotpedia.org/Paul_Walton
La'Ron Singletary,Republican Party,New York,25,"November 8, 2022","['https://www.twitter.com/LaRon4Congress', 'https://www.twitter.com/LaRonSingletary']",https://ballotpedia.org/La'Ron_Singletary
Frank Pallotta,Republican Party,New Jersey,5,"November 8, 2022","['https://www.twitter.com/FrankPallottaNJ', 'https://www.twitter.com/FTPallotta']",https://ballotpedia.org/Frank_Pallotta
Jody Shackelford,Republican Party,Arkansas,1,"May 24, 2022",['https://www.twitter.com/JodyShackelford'],https://ballotpedia.org/Jody_Shackelford
Cory Mills,Republican Party,Florida,7,"November 8, 2022","['https://www.twitter.com/CoryMillsFL', 'https://www.twitter.com/MillsForFlorida']",https://ballotpedia.org/Cory_Mills
Sharon McPhail,Democratic Party,Michigan,13,"August 2, 2022",[],https://ballotpedia.org/Sharon_McPhail
Paul Berry,Republican Party,Missouri,2,"August 2, 2022",['https://www.twitter.com/PBIII4USA'],https://ballotpedia.org/Paul_Berry_(Missouri)
Jodey Arrington,Republican Party,Texas,19,"November 8, 2022","['https://www.twitter.com/RepArrington', 'https://www.twitter.com/JodeyArrington']",https://ballotpedia.org/Jodey_Arrington
Roger Bacon,Democratic Party,New Jersey,7,"June 6, 2023",[],https://ballotpedia.org/Roger_Bacon
Jesse Jensen,Republican Party,Washington,8,"August 2, 2022",['https://www.twitter.com/JesseJensenWA'],https://ballotpedia.org/Jesse_Jensen
Elizabeth Holtzman,Democratic Party,New York,10,"August 23, 2022",['https://www.twitter.com/RepHoltzman'],https://ballotpedia.org/Elizabeth_Holtzman
Mike Williams,Republican Party,Texas,31,"March 1, 2022",[],https://ballotpedia.org/Mike_Williams_(Texas)
Mike Clancy,Republican Party,Virginia,10,"May 21, 2022",['https://www.twitter.com/Clancy4Congress'],https://ballotpedia.org/Mike_Clancy
Anthony Tristan,Democratic Party,Texas,27,"March 1, 2022",['https://www.twitter.com/anthonyjtristan'],https://ballotpedia.org/Anthony_Tristan
Kathleen Brown,Democratic Party,Texas,13,"November 8, 2022",['https://www.twitter.com/Kat4District13'],https://ballotpedia.org/Kathleen_Brown_(Texas)
Robert Poissonnier,Republican Party,Maryland,6,"July 19, 2022",['https://www.twitter.com/bobpoissonier'],https://ballotpedia.org/Robert_Poissonnier
Mark Strauss,Republican Party,Mississippi,1,"June 7, 2022",[],https://ballotpedia.org/Mark_Strauss
Gus M. Bilirakis,Republican Party,Florida,12,"November 8, 2022","['https://www.twitter.com/RepGusBilirakis', 'https://www.twitter.com/Bilirakis']",https://ballotpedia.org/Gus_Bilirakis
Kirk Benjamin,Democratic Party,Ohio,10,"May 3, 2022",[],https://ballotpedia.org/Kirk_Benjamin
Shawna Roberts,Democratic Party,Ohio,6,"May 3, 2022",[],https://ballotpedia.org/Shawna_Roberts
Thomas Gibbons,Republican Party,Alaska,,"June 11, 2022",[],https://ballotpedia.org/Thomas_Gibbons
Bennie Thompson,Democratic Party,Mississippi,2,"November 8, 2022","['https://www.twitter.com/BennieGThompson', 'https://www.twitter.com/BGThompsonMS']",https://ballotpedia.org/Bennie_Thompson
Cassie Easley,Constitution Party,Utah,2,"November 8, 2022",[],https://ballotpedia.org/Cassie_Easley
Maxwell Alejandro Frost,Democratic Party,Florida,10,"November 8, 2022",['https://www.twitter.com/MaxwellFrostFL'],https://ballotpedia.org/Maxwell_Alejandro_Frost
Ruben Ramirez,Democratic Party,Texas,15,"May 24, 2022",[],https://ballotpedia.org/Ruben_Ramirez
Ruth Luevanos,Democratic Party,California,27,"June 7, 2022",['https://www.twitter.com/RuthLuevanos'],https://ballotpedia.org/Ruth_Luevanos
Steve Irwin,Democratic Party,Pennsylvania,12,"May 17, 2022",['https://www.twitter.com/steveirwinpa'],https://ballotpedia.org/Steve_Irwin
Steve Yurash,,Colorado,2,"November 8, 2022",[],https://ballotpedia.org/Steve_Yurash
Victor D. Dunn,Democratic Party,Texas,1,"March 5, 2024",[],https://ballotpedia.org/Victor_Dunn
Charles Graham,Democratic Party,North Carolina,7,"November 8, 2022",[],https://ballotpedia.org/Charles_Graham_(North_Carolina)
Lily Williams,Republican Party,New Hampshire,2,"September 13, 2022",['https://www.twitter.com/Lily4Liberty'],https://ballotpedia.org/Lily_Williams
Wesley Hunt,Republican Party,Texas,38,"November 8, 2022",['https://www.twitter.com/WesleyHuntTX'],https://ballotpedia.org/Wesley_Hunt_(Texas_Congress)
Ernest Richter,Republican Party,California,33,"June 7, 2022",[],https://ballotpedia.org/Ernest_Richter
Kathleen Coder,Republican Party,Pennsylvania,17,"May 17, 2022",['https://www.twitter.com/KathyCoder'],https://ballotpedia.org/Kathleen_Coder
Jonathan Reiss,Republican Party,California,25,"June 7, 2022",['https://www.twitter.com/Jonathan__Reiss'],https://ballotpedia.org/Jonathan_Reiss
Neil Parrott,Republican Party,Maryland,6,"November 8, 2022",['https://www.twitter.com/neilparrott'],https://ballotpedia.org/Neil_Parrott
Jose Castillo,Republican Party,Florida,9,"August 23, 2022",['https://www.twitter.com/JoseForFlorida'],https://ballotpedia.org/Jose_Castillo_(Florida)
Charles West,Democratic Party,Missouri,6,"August 2, 2022",['https://www.twitter.com/CharlesWestfor1'],https://ballotpedia.org/Charles_West_(Missouri)
Carolyn Rush,Democratic Party,New Jersey,2,"June 7, 2022",['https://www.twitter.com/carolynrush31'],https://ballotpedia.org/Carolyn_Rush
Brad Wenstrup,Republican Party,Ohio,2,"November 8, 2022","['https://www.twitter.com/RepBradWenstrup', 'https://www.twitter.com/bradwenstrup']",https://ballotpedia.org/Brad_Wenstrup
Matthew Seely,Republican Party,Michigan,8,"August 2, 2022",['https://www.twitter.com/Seely4Congress'],https://ballotpedia.org/Matthew_Seely
Jazari Kual Zakaria,Democratic Party,Nebraska,1,"May 10, 2022",['https://www.twitter.com/JazariKual'],https://ballotpedia.org/Jazari_Kual_Zakaria
Aarika Rhodes,Democratic Party,California,32,"June 7, 2022",['https://www.twitter.com/aarikarhodes'],https://ballotpedia.org/Aarika_Rhodes
Tara Fisher,Libertarian Party,New Jersey,6,"November 8, 2022",['https://www.twitter.com/fisher4freedom'],https://ballotpedia.org/Tara_Fisher
Doris Matsui,Democratic Party,California,7,"November 8, 2022","['https://www.twitter.com/DorisMatsui', 'https://www.twitter.com/Matsui4Congress']",https://ballotpedia.org/Doris_Matsui
Nels Pierson,Republican Party,Minnesota,1,"May 24, 2022",[],https://ballotpedia.org/Nels_Pierson
Pat Ryan,Democratic Party,New_York,19,"November 8, 2022","['https://www.twitter.com/RepPatRyanNY', 'https://www.twitter.com/PatRyanUC']",https://ballotpedia.org/Pat_Ryan_(New_York)
Mike Nguyen,Republican Party,California,46,"November 8, 2022",[],https://ballotpedia.org/Mike_Nguyen_(California)
Zach Nunn,Republican Party,Iowa,3,"November 8, 2022","['https://www.twitter.com/ZachNunn', 'https://www.twitter.com/ZachNunn_ia']",https://ballotpedia.org/Zach_Nunn
Travis Clark,Republican Party,Wisconsin,4,"August 9, 2022",[],https://ballotpedia.org/Travis_Clark
Rhonda Powell,Democratic Party,Michigan,10,"August 2, 2022",['https://www.twitter.com/RhondaPowellMI'],https://ballotpedia.org/Rhonda_Powell
Michael Kalagias,Libertarian Party,Arkansas,3,"November 8, 2022",['https://www.twitter.com/KalagiasforUS'],https://ballotpedia.org/Michael_Kalagias
Amanda Waldman,Democratic Party,Pennsylvania,9,"November 8, 2022","['https://www.twitter.com/Waldman4PA', 'https://www.twitter.com/Manders_insight']",https://ballotpedia.org/Amanda_Waldman
Bob Hernandez,Democratic Party,Kansas,4,"November 8, 2022",[],https://ballotpedia.org/Bob_Hernandez
Jon Kaiman,Democratic Party,New_York,3,"August 23, 2022",['https://www.twitter.com/kaiman4congress'],https://ballotpedia.org/Jon_Kaiman
French Hill,Republican Party,Arkansas,2,"November 8, 2022","['https://www.twitter.com/RepFrenchHill', 'https://www.twitter.com/ElectFrench']",https://ballotpedia.org/French_Hill
Dean James Martilli,Republican Party,Massachusetts,1,"November 8, 2022",['https://www.twitter.com/MartilliforRep'],https://ballotpedia.org/Dean_James_Martilli
Karen Green,Democratic Party,Florida,7,"November 8, 2022","['https://www.twitter.com/KarenforFlorida', 'https://www.twitter.com/drkarengreen']",https://ballotpedia.org/Karen_Green_(Florida)
Juan Aguirre,Democratic Party,Illinois,3,"June 28, 2022",[],https://ballotpedia.org/Juan_Aguirre_(Illinois)
Jim Higgins,Libertarian Party,Missouri,8,"November 8, 2022",[],https://ballotpedia.org/Jim_Higgins
Haroun McClellan,,Minnesota,1,"August 9, 2022",['https://www.twitter.com/HarounMcclellan'],https://ballotpedia.org/Haroun_McClellan
Joseph Afzal,Democratic Party,Nevada,2,"June 14, 2022",['https://www.twitter.com/JoeyAfzal'],https://ballotpedia.org/Joseph_Afzal
William Compton,Democratic Party,Kentucky,2,"May 17, 2022",['https://www.twitter.com/Compton4KY2022'],https://ballotpedia.org/William_Compton_(Kentucky)
Vince Duncan,Independent,Texas,18,"November 8, 2022",['https://www.twitter.com/duncanvince23'],https://ballotpedia.org/Vince_Duncan
Gavriel E. Soriano,Republican Party,Florida,11,"August 23, 2022",['https://www.twitter.com/gavsoriano'],https://ballotpedia.org/Gavriel_Soriano
Betty McCollum,Democratic Party,Minnesota,4,"November 8, 2022","['https://www.twitter.com/BettyMcCollum04', 'https://www.twitter.com/VoteBetty']",https://ballotpedia.org/Betty_McCollum
Jill Tokuda,Democratic Party,Hawaii,2,"November 8, 2022","['https://www.twitter.com/RepJillTokuda', 'https://www.twitter.com/tokudaforhawaii', 'https://www.twitter.com/jilltokuda']",https://ballotpedia.org/Jill_Tokuda
Guy Gaskin,Republican Party,Minnesota,5,"August 9, 2022",[],https://ballotpedia.org/Guy_Gaskin
David Rogers,Nonpartisan,Delaware,,"November 8, 2022",[],https://ballotpedia.org/David_Rogers_(Delaware)
John Sarbanes,Democratic Party,Maryland,3,"November 8, 2022","['https://www.twitter.com/RepSarbanes', 'https://www.twitter.com/JohnSarbanes']",https://ballotpedia.org/John_Sarbanes
Susan Wild,Democratic Party,Pennsylvania,7,"November 8, 2022","['https://www.twitter.com/RepSusanWild', 'https://www.twitter.com/wildforcongress']",https://ballotpedia.org/Susan_Wild
Jrmar Jefferson,Democratic Party,Texas,1,"November 8, 2022",['https://www.twitter.com/JrmarJefferson'],https://ballotpedia.org/Jrmar_Jefferson
Marie Gluesenkamp Pérez,Democratic Party,Washington,3,"November 8, 2022","['https://www.twitter.com/RepMGP', 'https://www.twitter.com/MGPforCongress']",https://ballotpedia.org/Marie_Gluesenkamp_Perez
Teresa Leger Fernandez,Democratic Party,New Mexico,3,"November 8, 2022","['https://www.twitter.com/RepTeresaLF', 'https://www.twitter.com/TeresaForNM']",https://ballotpedia.org/Teresa_Leger_Fernandez
Mondaire Jones,Democratic Party,New York,10,"November 8, 2022",['https://www.twitter.com/MondaireJones'],https://ballotpedia.org/Mondaire_Jones
Curtis Clark,,Michigan,4,"November 8, 2022",[],https://ballotpedia.org/Curtis_Clark_(Michigan)
John B. Coghill,Republican Party,Alaska,,"August 16, 2022",[],https://ballotpedia.org/John_B._Coghill
Christopher Bradley,Democratic Party,Florida,14,"August 23, 2022",['https://www.twitter.com/CBradleyFL'],https://ballotpedia.org/Christopher_Bradley
Dominika Hawkins,Republican Party,Georgia,13,"May 24, 2022",[],https://ballotpedia.org/Dominika_Hawkins
Isaac Smith,Republican Party,Texas,26,"March 1, 2022",[],https://ballotpedia.org/Isaac_Smith
Greg Casar,Democratic Party,Texas,35,"November 8, 2022","['https://www.twitter.com/RepCasar', 'https://www.twitter.com/GregCasar']",https://ballotpedia.org/Gregorio_Casar
Beth Deck,Republican Party,Ohio,9,"May 3, 2022",[],https://ballotpedia.org/Beth_Deck
Pete Sessions,Republican Party,Texas,17,"November 8, 2022","['https://www.twitter.com/PeteSessions', 'https://www.twitter.com/SessionsTX17']",https://ballotpedia.org/Pete_Sessions
Ernest Thomas,Democratic Party,Alaska,,"November 8, 2022",[],https://ballotpedia.org/Ernest_Thomas_(Alaska)
Darren Soto,Democratic Party,Florida,9,"November 8, 2022","['https://www.twitter.com/RepDarrenSoto', 'https://www.twitter.com/DarrenSoto']",https://ballotpedia.org/Darren_Soto
Donnie Palmer,Republican Party,Massachusetts,7,"November 8, 2022",['https://www.twitter.com/Donnieplmr'],https://ballotpedia.org/Donnie_Palmer
James Rainwater,Democratic Party,Minnesota,1,"August 9, 2022",[],https://ballotpedia.org/James_Rainwater_(Minnesota)
Derek Chartrand,Republican Party,Washington,1,"August 2, 2022",['https://www.twitter.com/ChartrandFor'],https://ballotpedia.org/Derek_Chartrand
Santana F. King,Republican Party,Ohio,13,"May 3, 2022",['https://www.twitter.com/Santanafking'],https://ballotpedia.org/Santana_F._King
Juana Cantu-Cabrera,Republican Party,Texas,34,"June 14, 2022",[],https://ballotpedia.org/Juana_Cantu-Cabrera
Ejike Okpa,Republican Party,Texas,32,"March 1, 2022","['https://www.twitter.com/okpaforcongress', 'https://www.twitter.com/okpa']",https://ballotpedia.org/Ejike_Okpa
Emanuel Cleaver,Democratic Party,Missouri,5,"November 8, 2022","['https://www.twitter.com/repcleaver', 'https://www.twitter.com/Vote4Cleaver']",https://ballotpedia.org/Emanuel_Cleaver
Noah Malgeri,Republican Party,Nevada,3,"June 14, 2022",['https://www.twitter.com/Noah4NV'],https://ballotpedia.org/Noah_Malgeri
Ariana Hakami,Republican Party,California,36,"June 7, 2022",[],https://ballotpedia.org/Ariana_Hakami
Jay Mcfarland,United Utah Party,Utah,2,"November 8, 2022",['https://www.twitter.com/JayMcfarland'],https://ballotpedia.org/Jay_Mcfarland
Henry Cuellar,Democratic Party,Texas,28,"November 8, 2022","['https://www.twitter.com/RepCuellar', 'https://www.twitter.com/CuellarCampaign']",https://ballotpedia.org/Henry_Cuellar
David Peterson,Democratic Party,California,3,"June 7, 2022",['https://www.twitter.com/PetersonForCA'],https://ballotpedia.org/David_Peterson
John Dady,Republican Party,Missouri,6,"August 2, 2022",['https://www.twitter.com/Dady6th'],https://ballotpedia.org/John_Dady
Steven Jordan,Republican Party,Missouri,1,"August 2, 2022",[],https://ballotpedia.org/Steven_Jordan
Raymond Brooks,Republican Party,Mississippi,4,"August 8, 2023",[],https://ballotpedia.org/Raymond_Brooks
Bill Allen,Republican Party,Indiana,7,"May 3, 2022",[],https://ballotpedia.org/Bill_Allen_(Indiana)
Nathan Magsig,Nonpartisan,California,5,"March 3, 2020",['https://www.twitter.com/LincolnSeward'],https://ballotpedia.org/Nathan_Magsig
Archie Williams III,Democratic Party,Utah,3,"April 23, 2022",[],https://ballotpedia.org/Archie_Williams_III
James Shoemaker,Republican Party,California,9,"June 7, 2022",[],https://ballotpedia.org/James_Shoemaker
Mikhail Itkis,,New York,12,"November 8, 2022",['https://www.twitter.com/ItkisCampaign'],https://ballotpedia.org/Mikhail_Itkis
Janice Winfrey,Nonpartisan,Michigan,12,"November 2, 2021",['https://www.twitter.com/winfrey_janice'],https://ballotpedia.org/Janice_Winfrey
Sarah Morgenthau,Democratic Party,Rhode Island,2,"September 13, 2022","['https://www.twitter.com/SarahForRI', 'https://www.twitter.com/SarahMorgenthau']",https://ballotpedia.org/Sarah_Morgenthau
Ronald Eller,Republican Party,Mississippi,2,"June 28, 2022",['https://www.twitter.com/VoteRon'],https://ballotpedia.org/Ronald_Eller
Gerold Lee Gorman,Democratic Party,Nevada,2,"June 14, 2022",[],https://ballotpedia.org/Gerold_Lee_Gorman
Joe Courtney,Democratic Party,Connecticut,2,"November 8, 2022","['https://www.twitter.com/repjoecourtney', 'https://www.twitter.com/JoeCourtneyCT']",https://ballotpedia.org/Joe_Courtney
Joseph Biasco,Libertarian Party,New Jersey,11,"November 8, 2022",['https://www.twitter.com/BiascoCongress'],https://ballotpedia.org/Joseph_Biasco
Catalina Lauf,Republican Party,Illinois,11,"November 8, 2022",['https://www.twitter.com/CatalinaLauf'],https://ballotpedia.org/Catalina_Lauf
Patrick Gipson,Republican Party,California,30,"November 5, 2024",[],https://ballotpedia.org/Patrick_Gipson
Michael Ortega,Democratic Party,California,46,"June 7, 2022",['https://www.twitter.com/ortega4congress'],https://ballotpedia.org/Michael_Ortega
Sharice Davids,Democratic Party,Kansas,3,"November 8, 2022","['https://www.twitter.com/RepDavids', 'https://www.twitter.com/sharicedavids']",https://ballotpedia.org/Sharice_Davids
Steve Monahan,Republican Party,Colorado,6,"November 8, 2022",['https://www.twitter.com/stevenmonahanco'],https://ballotpedia.org/Steve_Monahan
Ronald Harshaw,Democratic Party,Missouri,1,"August 2, 2022",['https://www.twitter.com/HarshawForMO1'],https://ballotpedia.org/Ronald_Harshaw
Anthony Leon Alexander,Republican Party,Ohio,7,"May 3, 2022",['https://www.twitter.com/Anthony4congres'],https://ballotpedia.org/Anthony_Leon_Alexander
Richard Speer,Republican Party,North Carolina,10,"May 17, 2022",[],https://ballotpedia.org/Richard_Speer
Mike Kolls,Libertarian Party,Texas,26,"November 8, 2022",[],https://ballotpedia.org/Mike_Kolls
Jason Killmeyer,Republican Party,Pennsylvania,17,"May 17, 2022",['https://www.twitter.com/JasonKillmeyer'],https://ballotpedia.org/Jason_Killmeyer
Mikie Sherrill,Democratic Party,New Jersey,11,"November 8, 2022","['https://www.twitter.com/RepSherrill', 'https://www.twitter.com/MikieSherrill']",https://ballotpedia.org/Mikie_Sherrill
Ricardo Villarreal,Democratic Party,Texas,21,"May 24, 2022",['https://www.twitter.com/RVillarrealTX21'],https://ballotpedia.org/Ricardo_Villarreal
Scott Kaspar,Republican Party,Illinois,6,"June 28, 2022",['https://www.twitter.com/kaspar4congress'],https://ballotpedia.org/Scott_Kaspar
Allan Fung,Republican Party,Rhode Island,2,"November 8, 2022",['https://www.twitter.com/AllanFungRI'],https://ballotpedia.org/Allan_Fung
Kidron Peterson,Republican Party,Mississippi,4,"June 7, 2022",[],https://ballotpedia.org/Kidron_Peterson
Young Mayberry,Republican Party,Arizona,6,"August 2, 2022",[],https://ballotpedia.org/Young_Mayberry
Vern Buchanan,Republican Party,Florida,16,"November 8, 2022","['https://www.twitter.com/VernBuchanan', 'https://www.twitter.com/Vern2014']",https://ballotpedia.org/Vern_Buchanan
Natasha Hill,Democratic Party,Washington,5,"November 8, 2022",['https://www.twitter.com/VoteNatashaHill'],https://ballotpedia.org/Natasha_Hill
Alan Sims,Republican Party,Georgia,10,"May 24, 2022",['https://www.twitter.com/alansimsga'],https://ballotpedia.org/Alan_Sims
Harpreet Chima,Democratic Party,California,9,"June 7, 2022",['https://www.twitter.com/harpreetchima'],https://ballotpedia.org/Harpreet_Chima
Tom Wong,Republican Party,California,14,"June 7, 2022",['https://www.twitter.com/Wong_4_Congress'],https://ballotpedia.org/Tom_Wong_(California_congressional_candidate)
Kim Schrier,Democratic Party,Washington,8,"November 8, 2022","['https://www.twitter.com/repkimschrier', 'https://www.twitter.com/DrKimSchrier']",https://ballotpedia.org/Kim_Schrier
Douglas Bell,Independent,Alabama,3,"November 8, 2022",[],https://ballotpedia.org/Douglas_Bell
A.J. Louderback,Republican Party,Texas,27,"March 1, 2022",['https://www.twitter.com/louderbackaj'],https://ballotpedia.org/A.J._Louderback
Robin Dominick,Libertarian Party,Missouri,5,"November 8, 2022",['https://www.twitter.com/RobinRD4MO'],https://ballotpedia.org/Robin_Dominick
James Myles,Republican Party,Virginia,11,"November 8, 2022",['https://www.twitter.com/Myles11CD'],https://ballotpedia.org/James_Myles
Alisha Shelton,Democratic Party,Nebraska,2,"May 10, 2022",['https://www.twitter.com/AlishaKShelton'],https://ballotpedia.org/Alisha_Shelton
Rebekah Jones,Democratic Party,Florida,1,"November 8, 2022",['https://www.twitter.com/GeoRebekah'],https://ballotpedia.org/Rebekah_Jones
Joe Webster,Republican Party,Hawaii,2,"August 13, 2022",['https://www.twitter.com/centristjoeHI'],https://ballotpedia.org/Joe_Webster
Roy Eriksen,Libertarian Party,Texas,8,"November 8, 2022",['https://www.twitter.com/royeriksen10'],https://ballotpedia.org/Roy_Eriksen
Paloma Zuniga,Republican Party,California,30,"June 7, 2022","['https://www.twitter.com/PalomaCongress', 'https://www.twitter.com/PALOMAFORTRUMP']",https://ballotpedia.org/Paloma_Zuniga
Steven Abkin,Nonpartisan,Hawaii,1,"August 13, 2022",[],https://ballotpedia.org/Steven_Abkin
Mike Bost,Republican Party,Illinois,12,"November 8, 2022","['https://www.twitter.com/RepBost', 'https://www.twitter.com/BostForCongress']",https://ballotpedia.org/Mike_Bost
Ben Smilowitz,Democratic Party,Maryland,6,"July 19, 2022",['https://www.twitter.com/ben_smilowitz'],https://ballotpedia.org/Ben_Smilowitz
Adnan Dhahir,Democratic Party,Indiana,8,"May 3, 2022","['https://www.twitter.com/adnan_dhahir', 'https://www.twitter.com/adnandhahir']",https://ballotpedia.org/Adnan_Dhahir
Dana Zavorka,Republican Party,Texas,21,"March 1, 2022",[],https://ballotpedia.org/Dana_Zavorka
Stephen Slauson,Republican Party,California,12,"November 8, 2022",[],https://ballotpedia.org/Stephen_Slauson
Scott Huffman,Democratic Party,North Carolina,8,"November 8, 2022",['https://www.twitter.com/HuffmanForNC'],https://ballotpedia.org/Scott_Huffman
Darren Dione Aquino,Republican Party,Florida,26,"August 23, 2022",['https://www.twitter.com/aquino4congress'],https://ballotpedia.org/Darren_Dione_Aquino
Sean Armstrong,Libertarian Party,New Jersey,9,"November 8, 2022",['https://www.twitter.com/sarmcast'],https://ballotpedia.org/Sean_Armstrong_(New_Jersey)
Alan Darnowsky,Democratic Party,Ohio,2,"May 3, 2022",['https://www.twitter.com/DarnowskyAlan'],https://ballotpedia.org/Alan_Darnowsky
Lauren Boebert,Republican Party,Colorado,3,"November 8, 2022","['https://www.twitter.com/RepBoebert', 'https://www.twitter.com/laurenboebert']",https://ballotpedia.org/Lauren_Boebert
Tom Cole,Republican Party,Oklahoma,4,"November 8, 2022",['https://www.twitter.com/TomColeOK04'],https://ballotpedia.org/Tom_Cole_(Oklahoma)
Malgorzata McGonigal,Republican Party,Illinois,5,"June 28, 2022",['https://www.twitter.com/McGonigal5th'],https://ballotpedia.org/Malgorzata_McGonigal
Henry Yanez,Democratic Party,Michigan,10,"August 2, 2022",['https://www.twitter.com/CitizenYanez'],https://ballotpedia.org/Henry_Yanez
Paul DeGroot,Republican Party,New Jersey,11,"November 8, 2022",['https://www.twitter.com/DeGrootCongress'],https://ballotpedia.org/Paul_DeGroot
Theresa Gavarone,Republican Party,Ohio,9,"November 3, 2020",[],https://ballotpedia.org/Theresa_Gavarone
Mikal Williams,Democratic Party,Texas,14,"November 8, 2022",['https://www.twitter.com/MikalDWilliams'],https://ballotpedia.org/Mikal_Williams
Mark DeLuzio,Republican Party,Arizona,2,"August 2, 2022",['https://www.twitter.com/Deluzio4AZ02'],https://ballotpedia.org/Mark_DeLuzio
Alex Entin,Republican Party,Pennsylvania,1,"May 17, 2022",[],https://ballotpedia.org/Alex_Entin
Randy Kutz,Republican Party,Arizona,9,"August 2, 2022",[],https://ballotpedia.org/Randy_Kutz
Cesar Ramirez,Democratic Party,Florida,15,"August 23, 2022",['https://www.twitter.com/CesarForFlorida'],https://ballotpedia.org/Cesar_Ramirez
Tatiana Fernandez,Democratic Party,Florida,7,"August 23, 2022",[],https://ballotpedia.org/Tatiana_Fernandez
