fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,twitter_name,ballotpedia,bioguide_id,twitter_id
H2CA50240,"CHIDDICK, DAVID",CA,50,REPUBLICAN PARTY,House,Challenger,N,Republican,david  chiddick,Chiddick,https://ballotpedia.org/David_Chiddick,NA,
H2AL06183,"CHIEFFO, ANDRIA",AL,06,LIBERTARIAN PARTY,House,Challenger,N,Other,andria  chieffo,NA,NA,NA,
H2NJ10261,"CHILDRESS, CLENARD HOWARD JR.",NJ,10,OTHER,House,Challenger,N,Other,clenard  childress,NA,NA,NA,
H2MO01161,"CHILDRESS, EARL",MO,01,DEMOCRATIC PARTY,House,Challenger,P,Democrat,earl  childress,EarlChildress,https://ballotpedia.org/Earl_Childress,NA,
H4GA02078,"CHILDS, VIVIAN LOUISE",GA,02,REPUBLICAN PARTY,House,Challenger,P,Republican,vivian  childs,NA,https://ballotpedia.org/Vivian_Childs,NA,
H2CA09121,"CHIMA, HARPREET SINGH",CA,09,DEMOCRATIC PARTY,House,Open seat,P,Democrat,harpreet  chima,harpreetchima,https://ballotpedia.org/Harpreet_Chima,NA,
H2CA39151,"CHING, ERIC J",CA,38,REPUBLICAN PARTY,House,Challenger,N,Republican,eric  ching,EricChing4CD38,https://ballotpedia.org/Eric_Ching,NA,
H2ID02190,"CHRISTENSEN, FLINT LANDEN",ID,02,REPUBLICAN PARTY,House,Challenger,N,Republican,flint  christensen,fb_jailbreak,https://ballotpedia.org/Flint_Christensen,NA,
H2GA06222,"CHRISTIAN, ROBERT FRANKLIN MR. III",GA,06,DEMOCRATIC PARTY,House,Challenger,P,Democrat,robert  christian,ChristianForGA6,https://ballotpedia.org/Bob_Christian,NA,
H2FL05200,"CHUBA, JON",FL,04,REPUBLICAN PARTY,House,Challenger,C,Republican,jon  chuba,jontchuba,https://ballotpedia.org/Jon_Chuba,NA,
H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,judy  chu,RepJudyChu,https://ballotpedia.org/Judy_Chu,C001080,193732179
H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,judy  chu,JudyChuCampaign,https://ballotpedia.org/Judy_Chu,C001080,193732179
H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,judy  chu,RepJudyChu,https://ballotpedia.org/Judy_Chu,C001080,793208286
H0CA32101,"CHU, JUDY",CA,28,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,judy  chu,JudyChuCampaign,https://ballotpedia.org/Judy_Chu,C001080,793208286
H2NY25090,"CHUMERT, FESTUS MR",NY,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,festus  chumert,NA,NA,NA,
H2TX15237,"CHURCHILL, VANGELA",TX,15,REPUBLICAN PARTY,House,Challenger,N,Republican,vangela  churchill,ForChurchill,https://ballotpedia.org/Vangela_Churchill,NA,
H4NY29148,"CIAMPOLI, JOHN",NY,16,REPUBLICAN PARTY,House,Challenger,N,Republican,john  ciampoli,NA,https://ballotpedia.org/John_Ciampoli,NA,
H2VA07253,"CIARCIA, GINA RENEE MRS.",VA,07,REPUBLICAN PARTY,House,Challenger,C,Republican,gina  ciarcia,GinaCiarcia,https://ballotpedia.org/Gina_Ciarcia,NA,
H2PA06197,"CIARROCCHI, GUY",PA,06,REPUBLICAN PARTY,House,Challenger,P,Republican,guy  ciarrocchi,guyciarrocchi,https://ballotpedia.org/Guy_Ciarrocchi,NA,
H0RI01073,"CICILLINE, DAVID",RI,01,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,david  cicilline,RepCicilline,https://ballotpedia.org/David_Cicilline,C001084,462143773
H0RI01073,"CICILLINE, DAVID",RI,01,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,david  cicilline,davidcicilline,https://ballotpedia.org/David_Cicilline,C001084,462143773
H0RI01073,"CICILLINE, DAVID",RI,01,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,david  cicilline,RepCicilline,https://ballotpedia.org/David_Cicilline,C001084,23593446
H0RI01073,"CICILLINE, DAVID",RI,01,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,david  cicilline,davidcicilline,https://ballotpedia.org/David_Cicilline,C001084,23593446
H2SC01101,"CINGOLANI, REBECCA NIESS",SC,01,DEMOCRATIC PARTY,House,Challenger,P,Democrat,rebecca  cingolani,NA,NA,NA,
H2AZ02360,"CISCOMANI, JUAN",AZ,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,juan  ciscomani,juanciscomani,https://ballotpedia.org/Juan_Ciscomani,C001133,1603530970593775616
H2AZ02360,"CISCOMANI, JUAN",AZ,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,juan  ciscomani,juanciscomani,https://ballotpedia.org/Juan_Ciscomani,C001133,62874548
H0TX28077,"CISNEROS, JESSICA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jessica  cisneros,JCisnerosTX,https://ballotpedia.org/Jessica_Cisneros,NA,
H2TX34188,"CISNEROS, LAURA E. DR.",TX,34,DEMOCRATIC PARTY,House,Challenger,P,Democrat,laura  cisneros,NA,https://ballotpedia.org/Laura_Cisneros,NA,
H2VA11206,"CLANCY, MIKE",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,mike  clancy,Clancy4Congress,https://ballotpedia.org/Mike_Clancy,NA,
H2TX32174,"CLANTON, ANDREW SCOTT MR",TX,32,DEMOCRATIC PARTY,House,Challenger,N,Democrat,andrew  clanton,NA,NA,NA,
H2NH14018,"CLAREMONT, MATHEW MR",NH,14,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,mathew  claremont,NA,NA,NA,
H2ID25019,"CLAREMONT, PETER FORDHAM MR",ID,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,peter  claremont,NA,NA,NA,
H2NC09225,"CLARK, BEN",NC,09,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ben  clark,BenClarkNC,https://ballotpedia.org/Ben_Clark,NA,
H2MI04286,"CLARK, CURTIS",MI,04,U.S. TAXPAYERS PARTY,House,Challenger,N,Other,curtis  clark,NA,https://ballotpedia.org/Curtis_Clark_(Michigan),NA,
H0TN09111,"CLARK, DENNIS JEFFREY",TN,09,INDEPENDENT,House,Challenger,N,Other,dennis  clark,dennisdacomic,https://ballotpedia.org/Dennis_Clark_(Tennessee_congressional_candidate),NA,
H2FL25083,"CLARK, DREW-MONTEZ DR.",FL,20,REPUBLICAN PARTY,House,Challenger,P,Republican,drewmontez  clark,drewmontezclark,https://ballotpedia.org/Drew-Montez_Clark,NA,
H2ID29011,"CLARKE, GEORGE NATHANIEL MR",ID,29,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,george  clarke,NA,NA,NA,
H4NY11138,"CLARKE, YVETTE D",NY,09,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,yvette  clarke,RepYvetteClarke,https://ballotpedia.org/Yvette_Clarke,C001067,240812994
H4NY11138,"CLARKE, YVETTE D",NY,09,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,yvette  clarke,VoteYvette,https://ballotpedia.org/Yvette_Clarke,C001067,240812994
H4NY11138,"CLARKE, YVETTE D",NY,09,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,yvette  clarke,RepYvetteClarke,https://ballotpedia.org/Yvette_Clarke,C001067,550131748
H4NY11138,"CLARKE, YVETTE D",NY,09,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,yvette  clarke,VoteYvette,https://ballotpedia.org/Yvette_Clarke,C001067,550131748
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,RepKClark,https://ballotpedia.org/Katherine_Clark,C001101,2293131060
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,TeamKClark,https://ballotpedia.org/Katherine_Clark,C001101,2293131060
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,RepKClark,https://ballotpedia.org/Katherine_Clark,C001101,2147483647
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,TeamKClark,https://ballotpedia.org/Katherine_Clark,C001101,2147483647
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,RepKClark,https://ballotpedia.org/Katherine_Clark,C001101,1344624558
H4MA05084,"CLARK, KATHERINE",MA,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,katherine  clark,TeamKClark,https://ballotpedia.org/Katherine_Clark,C001101,1344624558
H2NC04150,"CLARK, ROBERT BENJAMIN III",NC,04,DEMOCRATIC PARTY,House,Open seat,P,Democrat,robert  clark,NA,NA,NA,
H2WI04070,"CLARK, TRAVIS R. MR.",WI,04,REPUBLICAN PARTY,House,Challenger,N,Republican,travis  clark,NA,https://ballotpedia.org/Travis_Clark,NA,
H2MI43011,"CLARK, WYATT BRONSON",MI,43,DEMOCRATIC PARTY,House,Challenger,N,Democrat,wyatt  clark,NA,NA,NA,
H2WI08089,"CLARMONT, SHAUN MICHAEL",WI,08,REPUBLICAN PARTY,House,Challenger,P,Republican,shaun  clarmont,NA,https://ballotpedia.org/Shaun_Clarmont,NA,
H2AK01141,"CLAUS, SANTA",AK,00,UNAFFILIATED,House,Open seat,N,Other,santa  claus,SantaClausforAK,https://ballotpedia.org/Santa_Claus,NA,
H2GA14069,"CLAY, MARK DANIEL",GA,14,REPUBLICAN PARTY,House,Challenger,C,Republican,mark  clay,NA,NA,NA,
H2TX27117,"CLAYTOR, CHRISTOPHER J.",TX,03,LIBERTARIAN PARTY,House,Open seat,N,Other,christopher  claytor,NA,https://ballotpedia.org/Christopher_Claytor,NA,
H4MO05234,"CLEAVER, EMANUEL II",MO,05,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,emanuel  cleaver,repcleaver,https://ballotpedia.org/Emanuel_Cleaver,C001061,163570705
H4MO05234,"CLEAVER, EMANUEL II",MO,05,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,emanuel  cleaver,Vote4Cleaver,https://ballotpedia.org/Emanuel_Cleaver,C001061,163570705
H4MO05234,"CLEAVER, EMANUEL II",MO,05,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,emanuel  cleaver,repcleaver,https://ballotpedia.org/Emanuel_Cleaver,C001061,801478506
H4MO05234,"CLEAVER, EMANUEL II",MO,05,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,emanuel  cleaver,Vote4Cleaver,https://ballotpedia.org/Emanuel_Cleaver,C001061,801478506
H2CA38260,"CLEMMONS, MITCHELL",CA,38,REPUBLICAN PARTY,House,Challenger,N,Republican,mitchell  clemmons,NA,NA,NA,
H0TX30081,"CLEVELAND, SHENITA LACHE",TX,30,DEMOCRATIC PARTY,House,Open seat,P,Democrat,shenita  cleveland,NA,NA,NA,
H2NC14027,"CLICK, NATHAN",NC,13,DEMOCRATIC PARTY,House,Challenger,P,Democrat,nathan  click,NayteClick,https://ballotpedia.org/Nathan_Click,NA,
H2VT01092,"CLIFFORD, SIANAY CHASE",VT,00,DEMOCRATIC PARTY,House,Open seat,P,Democrat,sianay  clifford,NA,https://ballotpedia.org/Sianay_Clifford,NA,
H8VA06104,"CLINE, BENJAMIN LEE",VA,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,benjamin  cline,RepBenCline,https://ballotpedia.org/Ben_Cline,C001118,1072158357237174272
H8VA06104,"CLINE, BENJAMIN LEE",VA,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,benjamin  cline,Cline4Virginia,https://ballotpedia.org/Ben_Cline,C001118,1072158357237174272
H8VA06104,"CLINE, BENJAMIN LEE",VA,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,benjamin  cline,RepBenCline,https://ballotpedia.org/Ben_Cline,C001118,40264497
H8VA06104,"CLINE, BENJAMIN LEE",VA,06,REPUBLICAN PARTY,House,Incumbent,C,Republican,benjamin  cline,Cline4Virginia,https://ballotpedia.org/Ben_Cline,C001118,40264497
H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  cloud,RepCloudTX,https://ballotpedia.org/Michael_Cloud_(Texas),C001115,1039879658400112640
H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  cloud,MichaelJCloud,https://ballotpedia.org/Michael_Cloud_(Texas),C001115,1039879658400112640
H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  cloud,RepCloudTX,https://ballotpedia.org/Michael_Cloud_(Texas),C001115,23725826
H8TX27049,"CLOUD, MICHAEL",TX,27,REPUBLICAN PARTY,House,Incumbent,C,Republican,michael  cloud,MichaelJCloud,https://ballotpedia.org/Michael_Cloud_(Texas),C001115,23725826
H2TN08168,"CLOUSE, GARY DEAN DR.",TN,08,REPUBLICAN PARTY,House,Challenger,N,Republican,gary  clouse,NA,https://ballotpedia.org/Dean_Clouse,NA,
H2SC02042,"CLYBURN, JAMES E.",SC,06,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,james  clyburn,RepJamesClyburn,https://ballotpedia.org/James_Clyburn,C000537,188019606
H2SC02042,"CLYBURN, JAMES E.",SC,06,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,james  clyburn,ClyburnSC06,https://ballotpedia.org/James_Clyburn,C000537,188019606
H2SC02042,"CLYBURN, JAMES E.",SC,06,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,james  clyburn,RepJamesClyburn,https://ballotpedia.org/James_Clyburn,C000537,2389877058
H2SC02042,"CLYBURN, JAMES E.",SC,06,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,james  clyburn,ClyburnSC06,https://ballotpedia.org/James_Clyburn,C000537,2389877058
H0GA09246,"CLYDE, ANDREW",GA,09,REPUBLICAN PARTY,House,Incumbent,N,Republican,andrew  clyde,Rep_Clyde,https://ballotpedia.org/Andrew_Clyde,C001116,1357017361568694272
H2WA05113,"CLYNCH, SEAN R",WA,05,REPUBLICAN PARTY,House,Challenger,P,Republican,sean  clynch,NA,https://ballotpedia.org/Sean_Clynch,NA,
H2NC11254,"COATNEY, DAVID ADAM",NC,11,LIBERTARIAN PARTY,House,Challenger,P,Other,david  coatney,TheRealCoatney,https://ballotpedia.org/David_Coatney,NA,
H2KY03248,"COBBLE, DANIEL",KY,03,REPUBLICAN PARTY,House,Open seat,N,Republican,daniel  cobble,NA,NA,NA,
H2AL04105,"COCHRAN, JOHN",AL,04,LIBERTARIAN PARTY,House,Challenger,P,Other,john  cochran,JohnnyCCochran,https://ballotpedia.org/Johnny_C._Cochran,NA,
H2PA17186,"CODER, KATHY",PA,17,REPUBLICAN PARTY,House,Challenger,C,Republican,kathy  coder,KathyCoder,https://ballotpedia.org/Kathleen_Coder,NA,
H2PA03145,"COGBILL, MICHAEL",PA,03,DEMOCRATIC PARTY,House,Challenger,P,Democrat,michael  cogbill,MichaelforPa,https://ballotpedia.org/Michael_Cogbill,NA,
H2AK01133,"COGHILL, JOHN B JR.",AK,00,REPUBLICAN PARTY,House,Open seat,C,Republican,john  coghill,NA,https://ballotpedia.org/John_B._Coghill,NA,
H6TN09068,"COHEN, STEVE I MR.",TN,09,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,steve  cohen,RepCohen,https://ballotpedia.org/Steve_Cohen,C001068,162069635
H6TN09068,"COHEN, STEVE I MR.",TN,09,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,steve  cohen,ReElectCohen,https://ballotpedia.org/Steve_Cohen,C001068,162069635
H6TN09068,"COHEN, STEVE I MR.",TN,09,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,steve  cohen,RepCohen,https://ballotpedia.org/Steve_Cohen,C001068,34884583
H6TN09068,"COHEN, STEVE I MR.",TN,09,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,steve  cohen,ReElectCohen,https://ballotpedia.org/Steve_Cohen,C001068,34884583
H2TX07119,"COHEN, TINA MRS.",TX,07,REPUBLICAN PARTY,House,Challenger,N,Republican,tina  cohen,tinacohen18,https://ballotpedia.org/Tina_Blum_Cohen,NA,
H4FL15155,"COHN, ALAN",FL,15,DEMOCRATIC PARTY,House,Challenger,P,Democrat,alan  cohn,AlanMCohn,https://ballotpedia.org/Alan_Cohn,NA,
H2MA05153,"COLARUSSO, CAROLINE",MA,05,REPUBLICAN PARTY,House,Challenger,P,Republican,caroline  colarusso,CarolineforMA5,https://ballotpedia.org/Caroline_Colarusso,NA,
H2IL01208,"COLE, JAHMAL",IL,01,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jahmal  cole,jahmal_cole,https://ballotpedia.org/Jahmal_Cole,NA,
H2IN09217,"COLE, JONATHON DALE",IN,09,DEMOCRATIC PARTY,House,Open seat,N,Democrat,jonathon  cole,NA,NA,NA,
H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,RepBonnie,https://ballotpedia.org/Bonnie_Watson_Coleman,W000822,2968451607
H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,Bonnie4Congress,https://ballotpedia.org/Bonnie_Watson_Coleman,W000822,2968451607
H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,RepBonnie,https://ballotpedia.org/Bonnie_Watson_Coleman,W000822,1473761198
H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,Bonnie4Congress,https://ballotpedia.org/Bonnie_Watson_Coleman,W000822,1473761198
H2AL02182,"COLEMAN, JEFF",AL,02,REPUBLICAN PARTY,House,Challenger,C,Republican,jeff  coleman,NA,NA,NA,
H2MI13410,"COLEMAN, SIMONE R.",MI,13,OTHER,House,Challenger,N,Other,simone  coleman,NA,https://ballotpedia.org/Simone_Coleman,NA,
H2OK04055,"COLE, TOM",OK,04,REPUBLICAN PARTY,House,Incumbent,C,Republican,tom  cole,TomColeOK04,https://ballotpedia.org/Tom_Cole_(Oklahoma),C001053,23124635
H2OK04055,"COLE, TOM",OK,04,REPUBLICAN PARTY,House,Incumbent,C,Republican,tom  cole,TomColeOK04,https://ballotpedia.org/Tom_Cole_(Oklahoma),C001053,57438769
H0MD08203,"COLL, GREGORY THOMAS",MD,08,REPUBLICAN PARTY,House,Challenger,P,Republican,gregory  coll,CollforCongress,https://ballotpedia.org/Gregory_Coll,NA,
H0VA03124,"COLLICK, JOHN WILLIAM MR. JR.",VA,03,REPUBLICAN PARTY,House,Challenger,N,Republican,john  collick,NA,NA,NA,
H2TX25319,"COLLIER, SCOTT",TX,25,INDEPENDENT,House,Challenger,C,Other,scott  collier,NA,NA,NA,
H0MD02255,"COLLIER, SCOTT M",MD,07,REPUBLICAN PARTY,House,Challenger,N,Republican,scott  collier,oneunitedvoice,https://ballotpedia.org/Scott_M._Collier,NA,
H2TX08273,"COLLINS, CHRISTIAN",TX,08,REPUBLICAN PARTY,House,Open seat,C,Republican,christian  collins,collinsfortx,https://ballotpedia.org/Christian_Collins,NA,
H0TX32087,"COLLINS, GENEVIEVE D",TX,32,REPUBLICAN PARTY,House,Challenger,N,Republican,genevieve  collins,NA,NA,NA,
H2IL01315,"COLLINS, JACQUELINE",IL,01,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jacqueline  collins,NA,https://ballotpedia.org/Jacqueline_Collins,NA,
H2FL14251,"COLLINS, JAY",FL,15,REPUBLICAN PARTY,House,Challenger,P,Republican,jay  collins,NA,NA,NA,
H0CA43108,"COLLINS, JOE E III",CA,36,REPUBLICAN PARTY,House,Challenger,P,Republican,joe  collins,joeecollins3,https://ballotpedia.org/Joe_Collins_(California),NA,
H0IL07167,"COLLINS, KINA ISIS",IL,07,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kina  collins,KinaCollinsIL,https://ballotpedia.org/Kina_Collins,NA,
H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,RepMikeCollins,https://ballotpedia.org/Mike_Collins_(Georgia),C001129,1601030771124408320
H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,MikeCollinsGA,https://ballotpedia.org/Mike_Collins_(Georgia),C001129,1601030771124408320
H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,RepMikeCollins,https://ballotpedia.org/Mike_Collins_(Georgia),C001129,1421384162
H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,MikeCollinsGA,https://ballotpedia.org/Mike_Collins_(Georgia),C001129,1421384162
H2CA45158,"COLLINS, SHAWN",CA,45,REPUBLICAN PARTY,House,Challenger,C,Republican,shawn  collins,NA,NA,NA,
H2CO05190,"COLOMBE, MICHAEL CHRISTOPHER MR",CO,05,DEMOCRATIC PARTY,House,Challenger,P,Democrat,michael  colombe,ColoradoCD5,https://ballotpedia.org/Michael_Colombe,NA,
H2MD03176,"COLOMBO, MALCOLM THOMAS",MD,01,DEMOCRATIC PARTY,House,Challenger,N,Democrat,malcolm  colombo,NA,NA,NA,
H2VA05083,"COMBS, JACK LEWIS JR.",VA,05,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jack  combs,NA,NA,NA,
H6KY01110,"COMER, JAMES",KY,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,RepJamesComer,https://ballotpedia.org/James_Comer_Jr.,C001108,1274852794206388224
H6KY01110,"COMER, JAMES",KY,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,JamesComer,https://ballotpedia.org/James_Comer_Jr.,C001108,1274852794206388224
H6KY01110,"COMER, JAMES",KY,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,RepJamesComer,https://ballotpedia.org/James_Comer_Jr.,C001108,838462994
H6KY01110,"COMER, JAMES",KY,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,JamesComer,https://ballotpedia.org/James_Comer_Jr.,C001108,838462994
H2KY02125,"COMPTON, WILLIAM DAKOTA",KY,02,DEMOCRATIC PARTY,House,Challenger,N,Democrat,william  compton,Compton4KY2022,https://ballotpedia.org/William_Compton_(Kentucky),NA,
H2TX35243,"CONDICT, BILL",TX,35,REPUBLICAN PARTY,House,Challenger,N,Republican,bill  condict,NA,https://ballotpedia.org/Bill_Condict,NA,
H2OH02077,"CONDIT, JR., JIM",OH,02,REPUBLICAN PARTY,House,Challenger,N,Republican,jim  condit,JimConditJr,https://ballotpedia.org/James_Condit_Jr.,NA,
H2IL06090,"CONFORTI, NIKI",IL,06,REPUBLICAN PARTY,House,Challenger,P,Republican,niki  conforti,Niki_Conforti,https://ballotpedia.org/Niki_Conforti,NA,
H2WA08224,"CONLEY, KEVIN ROBERT MR.",WA,08,INDEPENDENT,House,Challenger,N,Other,kevin  conley,NA,NA,NA,
H2NE01183,"CONNELY, THIREENA YUKI",NE,01,REPUBLICAN PARTY,House,Challenger,N,Republican,thireena  connely,thireena,https://ballotpedia.org/Thireena_Yuki_Connely,NA,
H2GA14036,"CONNER, LATEEFAH B.",GA,14,DEMOCRATIC PARTY,House,Challenger,C,Democrat,lateefah  conner,NA,NA,NA,
H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,GerryConnolly,https://ballotpedia.org/Gerald_Connolly,C001078,78445977
H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,ElectConnolly,https://ballotpedia.org/Gerald_Connolly,C001078,78445977
H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,GerryConnolly,https://ballotpedia.org/Gerald_Connolly,C001078,125706625
H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,ElectConnolly,https://ballotpedia.org/Gerald_Connolly,C001078,125706625
H0NY24063,"CONOLE, FRANCIS",NY,22,DEMOCRATIC PARTY,House,Challenger,P,Democrat,francis  conole,FDConole,https://ballotpedia.org/Francis_Conole,NA,
H2PA01081,"CONOLY, HENRY",PA,01,GREEN PARTY,House,Challenger,N,Other,henry  conoly,activisthenry,https://ballotpedia.org/Henry_Conoly,NA,
H2PA01081,"CONOLY, HENRY",PA,01,GREEN PARTY,House,Challenger,N,Other,henry  conoly,ActivistHenry,https://ballotpedia.org/Henry_Conoly,NA,
H2AK00200,"CONSTANT, CHRISTOPHER",AK,00,DEMOCRATIC PARTY,House,Challenger,P,Democrat,christopher  constant,NA,NA,NA,
H2NC06155,"CONTOGIANNIS, MARY ANN DR",NC,06,REPUBLICAN PARTY,House,Challenger,P,Republican,mary  contogiannis,MContogiannis,https://ballotpedia.org/Mary_Ann_Contogiannis,NA,
H2NY12205,"CONTRERAS, MAYA",NY,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,maya  contreras,NA,NA,NA,
H2CA22231,"CONWAY, CONNIE",CA,22,REPUBLICAN PARTY,House,Incumbent,P,Republican,connie  conway,cconway157,https://ballotpedia.org/Connie_Conway,C001128,
H2MI13261,"CONYERS, JOHN",MI,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,john  conyers,conyerscampaign,https://ballotpedia.org/John_Conyers_III,NA,
H2MI13261,"CONYERS, JOHN",MI,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,john  conyers,CONYERSTHREE,https://ballotpedia.org/John_Conyers_III,NA,
H2NJ08307,"COOK, DAVID W.",NJ,08,OTHER,House,Challenger,N,Other,david  cook,NA,NA,NA,
H2WI03130,"COOKE, REBECCA",WI,03,DEMOCRATIC PARTY,House,Open seat,C,Democrat,rebecca  cooke,RebeccaforWI,https://ballotpedia.org/Rebecca_Cooke,NA,
H2NJ42017,"COOK, NATHANIEL THOMAS MR",NJ,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,nathaniel  cook,NA,NA,NA,
H4TN09097,"COOK, PAUL",TN,09,INDEPENDENT,House,Challenger,N,Other,paul  cook,NA,https://ballotpedia.org/Paul_Cook_(Tennessee),NA,
H2TN05487,"COOPER, DANIEL J (I.O.)",TN,05,INDEPENDENT,House,Open seat,N,Other,daniel  cooper,NA,https://ballotpedia.org/Daniel_Cooper_(Tennessee),NA,
H2TN05131,"COOPER, JAMES",TN,05,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,james  cooper,NA,NA,NA,22523087
H8GA08118,"COOPER, JAMES L III",GA,08,GREEN PARTY,House,Challenger,N,Other,james  cooper,NA,NA,NA,
H2AZ09191,"COOPER, KELLY",AZ,04,REPUBLICAN PARTY,House,Challenger,N,Republican,kelly  cooper,KellyCooperAZ,https://ballotpedia.org/Kelly_Cooper_(Arizona),NA,
H2TN06162,"COOPER, RANDAL DEAN",TN,06,DEMOCRATIC PARTY,House,Challenger,N,Democrat,randal  cooper,cooperfortn6,https://ballotpedia.org/Randal_Cooper,NA,
