fec_id,name,state,district,party,office,incumbent_challenge,candidate_status
H2GA14119,"CUNNINGHAM, ERIC B",GA,14,REPUBLICAN PARTY,House,Challenger,P
H2CT12012,"CUNNINGHAM, GEORGE MR",CT,12,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H0TX26170,"CUNNINGHAM, WILLIAM ROBERT MR. JR.",TX,26,INDEPENDENT,House,Challenger,N
H0FL13190,"CURNOW, JACOB",FL,13,WRITE-IN,House,Open seat,N
H2GA10182,"CURRY, DAVID",GA,10,REPUBLICAN PARTY,House,Open seat,C
H2CA12190,"CURRY, ERIC",CA,12,DEMOCRATIC PARTY,House,Challenger,P
H2OH52015,"CURRY, MACDUFF MR",OH,52,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2MD04331,"CURTIS, JAMES JR",MD,04,DEMOCRATIC PARTY,House,Open seat,N
H8UT03238,"CURTIS, JOHN",UT,03,REPUBLICAN PARTY,House,Incumbent,C
H0MO06115,"DADY, JOHN",MO,06,REPUBLICAN PARTY,House,Challenger,N
H2NJ05303,"D'AGOSTINO, NICHOLAS A. MR.",NJ,05,REPUBLICAN PARTY,House,Challenger,C
H2MI07149,"DAILEY, LEAH R.",MI,07,LIBERTARIAN PARTY,House,Challenger,N
H2CA45141,"DALE, TERRY",CA,45,REPUBLICAN PARTY,House,Challenger,N
H2UT03272,"DALLIN, JARED",UT,03,REPUBLICAN PARTY,House,Challenger,N
H2VA11198,"DALSIMER, ALLY",VA,11,DEMOCRATIC PARTY,House,Challenger,C
H2MO03183,"DALY, ANDREW",MO,03,DEMOCRATIC PARTY,House,Challenger,N
H2CA10194,"DALY, JOLENE",CA,05,REPUBLICAN PARTY,House,Challenger,N
H2AZ04184,"DANIEL, MATTHEW CHARLES",AZ,04,DEMOCRATIC PARTY,House,Challenger,N
H2CA07133,"DANIELS, BRET",CA,06,REPUBLICAN PARTY,House,Challenger,P
H2MO01203,"DANIELS, MICHAEL",MO,01,DEMOCRATIC PARTY,House,Challenger,C
H2NJ04249,"DANIELS, PAMELA RENEE MS",NJ,04,INDEPENDENT,House,Challenger,N
H2PA10124,"DANIELS, SHAMAINE MS",PA,10,DEMOCRATIC PARTY,House,Challenger,P
H0PA08197,"DANIELS, TEDDY",PA,08,REPUBLICAN PARTY,House,Challenger,C
H2WA05097,"DANIMUS, ANN MARIE",WA,05,DEMOCRATIC PARTY,House,Challenger,N
H2TX14198,"DANTE, RUBEN LANDON",TX,14,REPUBLICAN PARTY,House,Challenger,N
H2LA05282,"DANTZLER, OSCAR ""OMAR""",LA,05,DEMOCRATIC PARTY,House,Challenger,N
H2MI13337,"DARDZINSKI, CHRISTOPHER",MI,13,OTHER,House,Challenger,N
H2IL08187,"DARGIS, CHRISTOPHER BRYANT",IL,08,REPUBLICAN PARTY,House,Challenger,P
H2LA01109,"DARLING, KATIE DARLING",LA,01,DEMOCRATIC PARTY,House,Challenger,P
H2OH02135,"DARNOWSKY, ALAN",OH,02,DEMOCRATIC PARTY,House,Challenger,C
H0NY03075,"D'ARRIGO, MELANIE",NY,03,DEMOCRATIC PARTY,House,Open seat,P
H2NY08187,"DASHEVSKY, YURI MR",NY,08,REPUBLICAN PARTY,House,Challenger,P
H2TX01138,"DASS, GAVIN",TX,01,DEMOCRATIC PARTY,House,Open seat,N
H2AR01139,"DAUGHERTY, ROGER B",AR,01,INDEPENDENT,House,Challenger,N
H2NC04200,"DAUGHTRY, KELLY",NC,13,REPUBLICAN PARTY,House,Open seat,C
H2NY17170,"DAVID, SHOSHANA",NY,17,REPUBLICAN PARTY,House,Challenger,N
H6OH08315,"DAVIDSON, WARREN",OH,08,REPUBLICAN PARTY,House,Incumbent,C
H8KS03155,"DAVIDS, SHARICE",KS,03,DEMOCRATIC PARTY,House,Incumbent,C
H2IL01257,"DAVILO, MITCHEL",IL,01,OTHER,House,Open seat,N
H2FL04179,"DAVIS, ALAN MICHAEL",FL,04,REPUBLICAN PARTY,House,Challenger,N
H2GA11248,"DAVIS, ANGELA GRACE",GA,11,INDEPENDENT,House,Challenger,N
H2FL06190,"DAVIS, CHARLES EDWARD",FL,06,REPUBLICAN PARTY,House,Challenger,N
H2MN05166,"DAVIS, CICELY",MN,05,REPUBLICAN PARTY,House,Challenger,P
H4IL07037,"DAVIS, DANNY K. MR.",IL,07,DEMOCRATIC PARTY,House,Incumbent,N
H2NC02287,"DAVIS, DON",NC,01,DEMOCRATIC PARTY,House,Incumbent,N
H2TX04108,"DAVIS II, EARL WILLIAM",TX,04,DEMOCRATIC PARTY,House,Challenger,N
H8CA23137,"DAVIS, JAMES",CA,20,REPUBLICAN PARTY,House,Challenger,N
H2FL13295,"DAVIS, JAMES MR PA-C",FL,13,REPUBLICAN PARTY,House,Open seat,N
H0NC11175,"DAVIS, MORRIS D. COL.",NC,11,DEMOCRATIC PARTY,House,Challenger,C
H2TX32141,"DAVIS, NATHAN",TX,32,REPUBLICAN PARTY,House,Challenger,P
H2AZ09183,"DAVISON, JERONE",AZ,04,REPUBLICAN PARTY,House,Challenger,N
H2SC07199,"DAVISON, JUSTIN KEITH",SC,07,REPUBLICAN PARTY,House,Challenger,N
H2IL13120,"DAVIS, RODNEY L",IL,15,REPUBLICAN PARTY,House,Incumbent,P
H2IN09266,"DAVISSON, J. MICHAEL",IN,09,REPUBLICAN PARTY,House,Open seat,C
H2MD07094,"DAVIS, TASHI",MD,07,DEMOCRATIC PARTY,House,Challenger,N
H2GA14077,"DAVIS, WENDY",GA,14,DEMOCRATIC PARTY,House,Challenger,C
H2CO02205,"DAWSON, MARSHALL",CO,02,REPUBLICAN PARTY,House,Challenger,P
H2TX32182,"DAY, DARRELL",TX,32,REPUBLICAN PARTY,House,Challenger,P
H8IN04231,"DAY, ROGER",IN,04,DEMOCRATIC PARTY,House,Challenger,N
H2IN04184,"DAY, ROGER D MR",IN,04,DEMOCRATIC PARTY,House,Challenger,N
H2GA11230,"DAZA-FERNANDEZ, ANTONIO MIGUEL",GA,11,DEMOCRATIC PARTY,House,Challenger,C
H2MN01256,"DEAL-BARTELL, CANDICE ELAINE",MN,01,DEMOCRATIC-FARMER-LABOR,House,Open seat,N
H2NJ01146,"DEANGELO, ELAINE LOUISE",NJ,01,REPUBLICAN PARTY,House,Challenger,N
H2NC11171,"DEAN, KATIE",NC,11,DEMOCRATIC PARTY,House,Challenger,P
H8PA04116,"DEAN, MADELEINE",PA,04,DEMOCRATIC PARTY,House,Incumbent,C
H0CA52083,"DEBELLO, JAMES",CA,52,REPUBLICAN PARTY,House,Challenger,N
H2NY10282,"DE BLASIO, BILL",NY,10,DEMOCRATIC PARTY,House,Challenger,P
H8NY11097,"DECILLIS, ALFRED MICHAEL",NY,11,DEMOCRATIC PARTY,House,Challenger,C
H2OH19204,"DECK, BETH A. MRS.",OH,19,REPUBLICAN PARTY,House,Challenger,N
H2IL13179,"DEERING, REGAN",IL,13,REPUBLICAN PARTY,House,Challenger,P
H6OR04047,"DEFAZIO, PETER A",OR,04,DEMOCRATIC PARTY,House,Incumbent,P
H2CA51214,"DE GANNA, BENJAMIN MR",CA,51,DEMOCRATIC PARTY,House,Challenger,N
H6CO01141,"DEGETTE, DIANA L",CO,01,DEMOCRATIC PARTY,House,Incumbent,C
H2FL20225,"DEGRAMMONT, VIC",FL,20,REPUBLICAN PARTY,House,Challenger,P
H2NJ05311,"DE GREGORIO, NICHOLAS",NJ,05,REPUBLICAN PARTY,House,Challenger,P
H2NJ11186,"DEGROOT, PAUL",NJ,11,REPUBLICAN PARTY,House,Challenger,P
H2AZ04200,"DEHART, VAUGHAN BRANDON BRENDAN",AZ,04,REPUBLICAN PARTY,House,Challenger,N
H6CA14064,"DEHN, JOSEPH W III",CA,17,LIBERTARIAN PARTY,House,Challenger,N
H8CA20091,"DEITCH, DOUGLAS",CA,19,DEMOCRATIC PARTY,House,Challenger,N
H2TX38098,"DEJEAN, JOEL F. MR.",TX,38,INDEPENDENT,House,Open seat,P
H2NY14151,"DE JESUS-CONIGLIO, PURA",NY,14,INDEPENDENT,House,Challenger,C
H2RI02168,"DE LA CRUZ, JESSICA",RI,02,REPUBLICAN PARTY,House,Open seat,P
H0TX15124,"DE LA CRUZ, MONICA",TX,15,REPUBLICAN PARTY,House,Incumbent,C
H2NJ08281,"DELANEY, DAN MR",NJ,08,LIBERTARIAN PARTY,House,Open seat,N
H0CT03072,"DELAURO, ROSA L",CT,03,DEMOCRATIC PARTY,House,Incumbent,C
H0WA08046,"DELBENE, SUZAN K",WA,01,DEMOCRATIC PARTY,House,Incumbent,C
H2CA12224,"DEL CASTELLO, EVE",CA,12,REPUBLICAN PARTY,House,Challenger,N
H8NY19181,"DELGADO, ANTONIO",NY,19,DEMOCRATIC PARTY,House,Incumbent,C
H2NY16065,"DELICES, PATRICK",NY,16,REPUBLICAN PARTY,House,Challenger,N
H6OR03163,"DELK, DAVID",OR,03,PACIFIC GREEN,House,Challenger,N
H8NY23175,"DELLA PIA, MAX",NY,23,DEMOCRATIC PARTY,House,Open seat,P
H2CA03132,"DELLE, PETER J. MR",CA,03,DEMOCRATIC PARTY,House,Challenger,N
H2PA07096,"DELLICKER, KEVIN",PA,07,REPUBLICAN PARTY,House,Challenger,P
H2CA31166,"DE LUCA, ROCCO",CA,31,DEMOCRATIC PARTY,House,Challenger,N
H2PA17103,"DELUZIO, CHRISTOPHER",PA,17,DEMOCRATIC PARTY,House,Incumbent,C
H2AZ02402,"DELUZIO, MARK",AZ,02,REPUBLICAN PARTY,House,Open seat,P
H2PA17178,"DEMARCO, SAMUEL III",PA,17,REPUBLICAN PARTY,House,Open seat,C
H2UT02449,"DEMILLE, THOMAS JAMES",UT,02,INDEPENDENT AMERICAN PARTY,House,Challenger,N
H2FL08063,"DEMINGS, VALDEZ 'VAL'",FL,10,DEMOCRATIC PARTY,House,Incumbent,P
H2CO07212,"DEMPSEY, BRAD",CO,07,REPUBLICAN PARTY,House,Open seat,P
H2CT03110,"DENARDIS, LESLEY",CT,03,REPUBLICAN PARTY,House,Challenger,C
H0CA19173,"DENHAM, JEFF",CA,10,REPUBLICAN PARTY,House,Challenger,N
H2CA12174,"DENNIS, JOHN MR.",CA,11,REPUBLICAN PARTY,House,Challenger,P
H2MO08083,"DENNISON, JEREMY TODD",MO,08,REPUBLICAN PARTY,House,Challenger,C
H2FL11141,"DENO, AL",FL,11,REPUBLICAN PARTY,House,Challenger,N
H2MI11232,"DENOTTER, MATTHEW",MI,11,REPUBLICAN PARTY,House,Challenger,P
H2MD02327,"DENT, MARQUES MR.",MD,02,DEMOCRATIC PARTY,House,Challenger,P
H0MA05116,"DEPALMA, RAFFAELE SANTINO",MA,05,DEMOCRATIC PARTY,House,Challenger,N
H2CA27222,"DEPAOLIS, GIULIANO GIOVANNI",CA,28,NO PARTY AFFILIATION,House,Challenger,P
H0PA10110,"DEPASQUALE, EUGENE",PA,10,DEMOCRATIC PARTY,House,Challenger,P
H2OK02323,"DERBY, DAVID",OK,02,REPUBLICAN PARTY,House,Open seat,P
H2NJ01120,"DESANTIS, MARIO",NJ,01,DEMOCRATIC PARTY,House,Challenger,P
H0CA10073,"DESAULNIER, MARK",CA,10,DEMOCRATIC PARTY,House,Incumbent,C
H0NY22091,"DESIRA, JAMES",NY,22,INDEPENDENT,House,Challenger,N
H0TN04195,"DESJARLAIS, SCOTT HON.",TN,04,REPUBLICAN PARTY,House,Incumbent,N
H2NY04277,"DESPOSITO, ANTHONY P",NY,04,REPUBLICAN PARTY,House,Incumbent,C
H2GA06149,"DESVIGNES, ELFREDA",GA,07,REPUBLICAN PARTY,House,Challenger,P
H0MI08133,"DETMER, MIKE",MI,08,REPUBLICAN PARTY,House,Challenger,P
H0FL19080,"DEUTCH, THEODORE ELIOT",FL,22,DEMOCRATIC PARTY,House,Incumbent,P
H2VA09085,"DEVAUGHAN, TAYSHA",VA,09,DEMOCRATIC PARTY,House,Challenger,P
H2PA05116,"DEVAUGHN-GOODWIN, ALFEIA DEVAUGHN-GOOD",PA,05,REPUBLICAN PARTY,House,Challenger,N
H2MN01322,"DEVOE, RICK",MN,01,DEMOCRATIC-FARMER-LABOR,House,Challenger,C
H0NY03083,"DEVOLDER-SANTOS, GEORGE ANTHONY",NY,03,REPUBLICAN PARTY,House,Incumbent,C
H2KY03180,"DEVORE, ROBERT LEWIS MR. JR.",KY,03,REPUBLICAN PARTY,House,Open seat,N
H2CA20144,"DEWELL, BEN",CA,20,DEMOCRATIC PARTY,House,Challenger,N
H2IN08177,"DHAHIR, ADNAN",IN,08,DEMOCRATIC PARTY,House,Challenger,N
H2TX37074,"DIACOGIANNIS, JEREMIAH DAVID",TX,37,REPUBLICAN PARTY,House,Open seat,C
H2FL13220,"DIAMOND, BEN",FL,13,DEMOCRATIC PARTY,House,Open seat,P
H2NY44018,"DIAMOND, GAYLE RACHEL",NY,44,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2OK49019,"DIAMOND, GILBERT MR",OK,49,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2FL25018,"DIAZ-BALART, MARIO",FL,26,REPUBLICAN PARTY,House,Incumbent,N
H2TX30269,"DIAZ, LIZBETH",TX,30,REPUBLICAN PARTY,House,Open seat,N
H0VA09121,"DICKERSON, CAMERON D.",VA,09,DEMOCRATIC PARTY,House,Challenger,N
H0PA18097,"DICKINSON, GERALD",PA,12,DEMOCRATIC PARTY,House,Open seat,N
H2VA04136,"DICKINSON, MICHAEL",VA,04,REPUBLICAN PARTY,House,Challenger,N
H2VA04128,"DICKINSON, MICHAEL ROBERT DR.",VA,04,REPUBLICAN PARTY,House,Challenger,N
H2RI02069,"DICKINSON, SPENCER E",RI,02,DEMOCRATIC PARTY,House,Challenger,P
H2OH16044,"DIEMER, MATTHEW",OH,07,DEMOCRATIC PARTY,House,Open seat,P
H2CT02179,"DILIZIA, ANTHONY ADELINO MR.",CT,02,DEMOCRATIC PARTY,House,Challenger,N
H8WA08262,"DILLON, PATRICK",WA,08,OTHER,House,Challenger,N
H4MI12079,"DINGELL, DEBBIE",MI,06,DEMOCRATIC PARTY,House,Incumbent,C
H2OR05217,"DI PAOLA, JOHN",OR,05,REPUBLICAN PARTY,House,Challenger,C
H8AZ04165,"DISANTO, DELINA",AZ,06,DEMOCRATIC PARTY,House,Challenger,P
H2TX30160,"DIXON, ARTHUR",TX,30,DEMOCRATIC PARTY,House,Open seat,N
H2SC06134,"DIXON, GREGG MARCEL",SC,06,DEMOCRATIC PARTY,House,Challenger,C
H2FL08121,"DODGE, DANELLE",FL,08,DEMOCRATIC PARTY,House,Challenger,P
H4TX10028,"DOGGETT, LLOYD",TX,37,DEMOCRATIC PARTY,House,Incumbent,C
H0MO05240,"DOMINICK, ROBIN",MO,05,LIBERTARIAN PARTY,House,Challenger,N
H2FL14186,"DONALDS, BYRON",FL,19,REPUBLICAN PARTY,House,Incumbent,C
H2AL05193,"DONNELL, DEXTER",AL,05,REPUBLICAN PARTY,House,Open seat,N
H2CO03211,"DONOVAN, KERRY",CO,03,DEMOCRATIC PARTY,House,Challenger,P
H4MI09109,"DONOVAN, MICHELLE R.E.",MI,09,REPUBLICAN PARTY,House,Challenger,N
H2IL12163,"DOOFENSHMIRTZ, HEINZ R DR.",IL,12,DEMOCRATIC PARTY,House,Challenger,N
H2IL12155,"DOOFENSHMIRTZ, HEINZ R DR.",IL,12,DEMOCRATIC PARTY,House,Challenger,N
H2IL12171,"DOOFENSHMIRTZ, HEINZ R DR.",IL,12,DEMOCRATIC PARTY,House,Challenger,N
H2IL12189,"DOOFENSHMIRTZ, HEINZ R DR.",IL,12,DEMOCRATIC PARTY,House,Challenger,N
H2NY10167,"DOOLEY, PATRICK EDWARD MR.",NY,10,DEMOCRATIC PARTY,House,Challenger,N
H2FL21090,"DORILAS, ROD MR.",FL,22,REPUBLICAN PARTY,House,Challenger,P
H2NJ07226,"DORLON, KEVIN BRENDAN MR.",NJ,07,REPUBLICAN PARTY,House,Challenger,C
H0IN09161,"DORRIS, DALE WILLIAM MR. II",IN,09,DEMOCRATIC PARTY,House,Open seat,N
H2TN03201,"DOSS, NATHANIEL MR. III",TN,03,DEMOCRATIC PARTY,House,Challenger,N
H2NV02528,"DOUCETTE, MICHAEL LEO MR",NV,02,DEMOCRATIC PARTY,House,Challenger,P
H2CO08137,"DOUGLAS, STEVE DOUGLAS",CO,08,DEMOCRATIC PARTY,House,Open seat,P
H2CO05158,"DOWELL, JEREMY J",CO,05,DEMOCRATIC PARTY,House,Challenger,N
H2IL01281,"DOWELL, PATRICIA R",IL,01,DEMOCRATIC PARTY,House,Open seat,P
H2FL20142,"DOWLING, ELVIN",FL,20,DEMOCRATIC PARTY,House,Open seat,P
H2AZ09225,"DOWLING, SANDRA E DR",AZ,09,REPUBLICAN PARTY,House,Challenger,P
H4PA18131,"DOYLE, MICHAEL",PA,18,DEMOCRATIC PARTY,House,Incumbent,P
H2PA12070,"DOYLE, MICHAEL",PA,12,REPUBLICAN PARTY,House,Open seat,P
H2ID01200,"DRAKE, DARIAN",ID,01,LIBERTARIAN PARTY,House,Challenger,N
H2GA13129,"DRISCOLL, SHASTITY",GA,13,DEMOCRATIC PARTY,House,Challenger,N
H2VT00169,"DRUZBA, MATT",VT,00,INDEPENDENT,House,Challenger,N
H2CA13131,"DUARTE, JOHN",CA,13,REPUBLICAN PARTY,House,Incumbent,C
H2TN09216,"DUDLEY, CHARLES BROWN IV",TN,09,REPUBLICAN PARTY,House,Challenger,P
H8CA29100,"DUENAS, ANGELICA MARIA",CA,29,DEMOCRATIC PARTY,House,Challenger,N
H2CA31174,"DUFFY, JENNIFER",CA,31,DEMOCRATIC PARTY,House,Challenger,N
H4LA01147,"DUGAS, LEE ANN",LA,01,DEMOCRATIC PARTY,House,Challenger,N
H2FL07164,"DUKE, BRADY",FL,07,REPUBLICAN PARTY,House,Open seat,P
H0SC03077,"DUNCAN, JEFFREY D MR.",SC,03,REPUBLICAN PARTY,House,Incumbent,C
H4TX18112,"DUNCAN, VINCE",TX,18,INDEPENDENT,House,Challenger,N
H6FL02208,"DUNN, NEAL PATRICK MD, FACS",FL,02,REPUBLICAN PARTY,House,Incumbent,C
H2WA08208,"DUNN, REAGAN B",WA,08,REPUBLICAN PARTY,House,Challenger,C
H2SC07215,"DUNN, TOM",SC,07,REPUBLICAN PARTY,House,Challenger,C
H2TX01161,"DUNN, VICTOR D",TX,01,DEMOCRATIC PARTY,House,Open seat,N
H2MS04332,"DUPREE, JOHNNY L.",MS,04,DEMOCRATIC PARTY,House,Challenger,P
H2SD00142,"DUPREL, COLLIN",SD,00,LIBERTARIAN PARTY,House,Challenger,N
H2MO03191,"DURRWACHTER, DYLAN",MO,03,DEMOCRATIC PARTY,House,Challenger,N
H2AK01182,"DUTCHESS, LADY DONNA",AK,00,WRITE-IN,House,Open seat,N
H2WV02175,"DWYER, ANGELA JOYCE",WV,02,DEMOCRATIC PARTY,House,Challenger,N
H2NC03160,"EARHART, ERIC JASON PASTOR",NC,03,REPUBLICAN PARTY,House,Challenger,N
H2GA06123,"EARLS, HAROLD",GA,06,REPUBLICAN PARTY,House,Challenger,C
H2UT02506,"EASLEY, CASSIE",UT,02,OTHER,House,Challenger,N
H2OR05191,"EASTON, KEVIN",OR,06,DEMOCRATIC PARTY,House,Open seat,C
H2TN49014,"EASTWOOD, LORIMER MR",TN,49,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2NJ08273,"EBERHARD, ANDREA ROSEBOROUGH",NJ,08,DEMOCRATIC PARTY,House,Open seat,N
H2SC05094,"ECKERT, KEVIN",SC,05,DEMOCRATIC PARTY,House,Challenger,P
H2OH15160,"EDMONDS, RUTH",OH,15,REPUBLICAN PARTY,House,Challenger,P
H2FL24060,"EDMONSON, AUDREY",FL,24,DEMOCRATIC PARTY,House,Challenger,P
H2NC14050,"EDWARDS, CHUCK",NC,11,REPUBLICAN PARTY,House,Incumbent,C
H2MD04356,"EDWARDS, DONNA F",MD,04,DEMOCRATIC PARTY,House,Open seat,C
H2FL07297,"EDWARDS, TED",FL,07,REPUBLICAN PARTY,House,Open seat,C
H0NY26068,"EGRIU, EMIN",NY,26,DEMOCRATIC PARTY,House,Challenger,P
H2PA01099,"EHASZ, ASHLEY",PA,01,DEMOCRATIC PARTY,House,Challenger,N
H2AL05201,"EHRLE, DOUGLAS EUGENE",AL,05,REPUBLICAN PARTY,House,Open seat,N
H8FL01107,"EHR, PHILLIP CHARLES",FL,01,DEMOCRATIC PARTY,House,Challenger,C
H2TX29121,"EJIGU, LULITE",TX,29,REPUBLICAN PARTY,House,Challenger,N
H2FL14236,"ELDON, ANTHONY W",FL,14,DEMOCRATIC PARTY,House,Challenger,N
H2MD07102,"EL, ELIHU ELI",MD,07,DEMOCRATIC PARTY,House,Challenger,N
H0CT04203,"ELGIN, TJ",CT,04,INDEPENDENT,House,Challenger,N
H2MA45019,"ELISHA, CALEB MR",MA,45,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2CA49259,"ELIZABETH, ANNE",CA,49,REPUBLICAN PARTY,House,Challenger,C
H0PA12207,"ELIZABETH, TERWILLIGER",PA,12,LIBERTARIAN PARTY,House,Open seat,P
H2CA02266,"ELIZONDO, DARIAN J",CA,02,REPUBLICAN PARTY,House,Challenger,N
H2MS02203,"ELLER, RON",MS,02,REPUBLICAN PARTY,House,Challenger,P
H2MI13311,"ELLIOTT, STEVEN",MI,12,REPUBLICAN PARTY,House,Challenger,P
H2MA09247,"ELLIS, GRANT SMITH",MA,09,DEMOCRATIC PARTY,House,Challenger,N
H2TX08158,"ELLIS, JAMESON",TX,02,REPUBLICAN PARTY,House,Challenger,N
H2FL23278,"ELLISON, ALLEN",FL,23,DEMOCRATIC PARTY,House,Challenger,P
H2VA10190,"ELLIS, THERESA COATES MS",VA,10,REPUBLICAN PARTY,House,Challenger,C
H0NC02059,"ELLMERS, RENEE JACISIN",NC,13,REPUBLICAN PARTY,House,Open seat,P
H8TX06266,"ELLZEY, JOHN KEVIN SR.",TX,06,REPUBLICAN PARTY,House,Incumbent,C
H0NE03217,"ELSE, DAVID J",NE,03,DEMOCRATIC PARTY,House,Challenger,N
H2OH12134,"ELTON, AMY RIPPEL",OH,12,DEMOCRATIC PARTY,House,Challenger,N
H0NE03225,"ELWORTH, MARK",NE,03,OTHER,House,Challenger,N
H2MO04132,"EMERY, EDGAR GLENN HARVEY",MO,04,REPUBLICAN PARTY,House,Open seat,C
H4MN06087,"EMMER, THOMAS EARL JR.",MN,06,REPUBLICAN PARTY,House,Incumbent,C
H2CA04155,"ENGDAHL, ANDREW DAVID",CA,04,DEMOCRATIC PARTY,House,Challenger,N
H2AZ02311,"ENGEL, KIRSTEN",AZ,06,DEMOCRATIC PARTY,House,Challenger,N
H2IL19069,"ENGLAND, BRIGHTON MR",IL,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2VA02056,"ENGQUIST, THEODORE",VA,03,REPUBLICAN PARTY,House,Challenger,C
H2VA07188,"ENNIS, CRAIG EDWARD MR",VA,07,REPUBLICAN PARTY,House,Challenger,N
H8OH08097,"ENOCH, VANESSA",OH,08,DEMOCRATIC PARTY,House,Challenger,N
H2PA01149,"ENTIN, ALEX",PA,01,REPUBLICAN PARTY,House,Challenger,C
H2CA20136,"EPPERSON, DALILA",CA,19,REPUBLICAN PARTY,House,Challenger,N
H2CA35167,"ERBST, BOB",CA,35,REPUBLICAN PARTY,House,Challenger,N
H2UT01250,"ERICKSEN, ALENA",UT,01,REPUBLICAN PARTY,House,Challenger,C
H2MN03096,"ERICKSON, LILY JOY",MN,03,DEMOCRATIC PARTY,House,Challenger,N
H2OR06124,"ERICKSON, MIKE",OR,06,REPUBLICAN PARTY,House,Open seat,P
H0TX10240,"ERIKSEN, ROY",TX,08,LIBERTARIAN PARTY,House,Open seat,N
H2CA47212,"ERNST, ROLAND",CA,47,DEMOCRATIC PARTY,House,Challenger,N
H8TX16109,"ESCOBAR, VERONICA",TX,16,DEMOCRATIC PARTY,House,Incumbent,N
H8CA12098,"ESHOO, ANNA G",CA,16,DEMOCRATIC PARTY,House,Incumbent,N
H2NY13096,"ESPAILLAT, ADRIANO",NY,13,DEMOCRATIC PARTY,House,Incumbent,C
H8OH03098,"ESRATI, DAVID",OH,10,DEMOCRATIC PARTY,House,Challenger,P
H2MI11240,"ESSHAKI, ERIC",MI,10,REPUBLICAN PARTY,House,Challenger,P
H8KS04112,"ESTES, RON",KS,04,REPUBLICAN PARTY,House,Incumbent,C
H2CA05103,"ESTRADA, JOHN ANTHONY",CA,05,REPUBLICAN PARTY,House,Challenger,N
H2CA22223,"ESTRADA, JOHN ANTHONY",CA,22,REPUBLICAN PARTY,House,Challenger,N
H2KY06191,"ETTER, SCOTT",KY,06,DEMOCRATIC PARTY,House,Challenger,N
H2MN01249,"ETTINGER, JEFFREY M.",MN,01,DEMOCRATIC-FARMER-LABOR,House,Open seat,P
H2TX08232,"ETWOP, MARTIN",TX,02,REPUBLICAN PARTY,House,Open seat,P
H2NJ06202,"EUVIN, SHERRY LEANNE",NJ,06,DEMOCRATIC PARTY,House,Challenger,N
H2NC08227,"EVANS, CHARLES",NC,07,DEMOCRATIC PARTY,House,Challenger,C
H6PA02171,"EVANS, DWIGHT",PA,03,DEMOCRATIC PARTY,House,Incumbent,C
H2GA06164,"EVANS, JAKE",GA,06,REPUBLICAN PARTY,House,Challenger,C
H2IL11173,"EVANS, JERRY",IL,11,REPUBLICAN PARTY,House,Challenger,C
H2ID01176,"EVANS, JOE MR.",ID,01,LIBERTARIAN PARTY,House,Challenger,N
H2AK01067,"EVANS, SHANNON SCOTT MR.",AK,00,REPUBLICAN PARTY,House,Challenger,N
H2TX18165,"EVERGREEN, CASSIUS MARCELLOUS",TX,18,DEMOCRATIC PARTY,House,Challenger,N
H2MN01355,"EWING, J.R.",MN,01,REPUBLICAN PARTY,House,Challenger,N
H2MS04258,"EZELL, WALTER MICHAEL",MS,04,REPUBLICAN PARTY,House,Incumbent,C
H8FL26062,"FAAS, SOURAYA",FL,28,LIBERTARIAN PARTY,House,Open seat,N
H2IL08153,"FAHEEM, MOHAMMED",IL,08,DEMOCRATIC PARTY,House,Challenger,P
H2FL20324,"FAIN, SHELLEY",FL,20,WRITE-IN,House,Open seat,N
H2TN06188,"FAIRCLOTH, CLAY",TN,06,DEMOCRATIC PARTY,House,Challenger,N
H2TN06170,"FAIRLCOTH JR, ROY CLAYBORNE (CLAY FAIR",TN,06,DEMOCRATIC PARTY,House,Challenger,N
H2NY22196,"FAJANS-TURNER, VANESSA",NY,22,DEMOCRATIC PARTY,House,Challenger,P
H2IL04160,"FALAKOS, JAMES",IL,04,REPUBLICAN PARTY,House,Challenger,N
H2NY17188,"FALCIGLIA, CHARLES J.",NY,17,REPUBLICAN PARTY,House,Challenger,C
H2NY81010,"FALK, EDWARD MR",NY,81,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H0TX04219,"FALLON, PATRICK",TX,04,REPUBLICAN PARTY,House,Incumbent,C
H2NY20133,"FALLON-UNDERWOOD, JACK",NY,20,DEMOCRATIC PARTY,House,Challenger,N
H2PA06163,"FANELLI, STEVE",PA,06,REPUBLICAN PARTY,House,Challenger,C
H2IN01230,"FANTIN, RICHARD E",IN,01,DEMOCRATIC PARTY,House,Challenger,N
H2FL09269,"FARBER, SAM",FL,09,REPUBLICAN PARTY,House,Challenger,N
H2FL11133,"FARLEY, STEVE EDWARD",FL,11,REPUBLICAN PARTY,House,Challenger,N
H2NY21156,"FARRELL, BRIDIE",NY,21,DEMOCRATIC PARTY,House,Challenger,C
